"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563455"," Report A000000 ","-------------","-------------","-----------",""
"Line(05410)","03470NUCLEAR MEDICINE","880562","1781363","2661925","-927646","1734279","-207990","1526289"
"Line(05500)","05500RADIOLOGY-THERAPEUTIC","1825697","1956309","3782006","-314261","3467745","-754963","2712782"
"Line(05700)","05700CT SCAN","1763656","3618269","5381925","-1351065","4030860","-1018467","3012393"
"Line(05800)","05800MRI","1345182","2672273","4017455","-790516","3226939","-1005897","2221042"
"Line(05900)","05900CARDIAC CATHETERIZATION","5546221","30014237","35560458","-24150508","11409950","-3676791","7733159"
"Line(06000)","06000LABORATORY","14732115","23793919","38526034","1233040","39759074","-5872103","33886971"
"Line(06230)","06250BLOOD CLOTTING FOR HEMOPHILIACS"
"Line(06300)","06300BLOOD STORING  PROCESSING & TRA","2704194","12031386","14735580","-2416248","12319332","-1091525","11227807"
"Line(06400)","06400INTRAVENOUS THERAPY","2708372","26361357","29069729","1210031","30279760","-2587103","27692657"
"Line(06500)","06500RESPIRATORY THERAPY","7568475","4302671","11871146","-970701","10900445","-428296","10472149"
"Line(06600)","06600PHYSICAL THERAPY","7778512","2961815","10740327","-78052","10662275","-1672407","8989868"
"Line(06800)","06800SPEECH PATHOLOGY","380597","66815","447412","-510","446902","-12890","434012"
"Line(06900)","06900ELECTROCARDIOLOGY","3486878","2583387","6070265","-1436493","4633772","-484781","4148991"
"Line(07000)","07000ELECTROENCEPHALOGRAPHY","130393","40784","171177","-138368","32809","-14632","18177"
"Line(07100)","07100MEDICAL SUPPLIES CHARGED TO PAT","1217633","1410604","2628237","53303772","55932009","-1768863","54163146"
"Line(07200)","07200IMPL. DEV. CHARGED TO PATIENTS", , , ,"48764287","48764287","-832933","47931354"
"Line(07300)","07300DRUGS CHARGED TO PATIENTS","8873469","41436494","50309963","9320018","59629981","-9032472","50597509"
"Line(07400)","07400RENAL DIALYSIS","1876194","2152183","4028377","-553188","3475189","-296071","3179118"
"Line(07500)","03070ASC (NON-DISTINCT PART)"
"Line(07501)","03450DIAGNOSTIC CLINICS","522392","1108540","1630932","-266280","1364652","-211705","1152947"
"Line(07503)","07503PAIN MANAGEMENT","261799","199791","461590","-181","461409","-154341","307068"
"Line(07504)","03330ENDOSCOPY","3966709","4424124","8390833","-2241523","6149310","-971442","5177868"
"Line(07505)","03620NUTRITION THERAPY","138197","70536","208733","702339","911072","-19499","891573"
"Line(07506)","07506SLEEP LAB","1043340","470633","1513973","-173944","1340029","-388124","951905"
"Line(07600)","03550PARTIAL HOSP PROGRAM","211734","93376","305110","259","305369","-125070","180299"
"Line(07601)","03953EXTRACORP TECH","959069","7690650","8649719","-8649719"
"Line(09001)","09001AUDIOLOGY CLINIC","521269","176319","697588","-137090","560498","-23709","536789"
"Line(09002)","09002CANCER CENTER CLINIC","1435910","1108257","2544167","-135789","2408378","-490034","1918344"
"Line(09003)","09003CARDIOLOGY CLINIC","2513358","1671245","4184603","-502845","3681758","-481134","3200624"
"Line(09004)","09004DERMATOLOGY CLINIC","533810","433835","967645","-164015","803630","-85026","718604"
"Line(09005)","09005GI CLINIC","1139209","660130","1799339","-193129","1606210","-154012","1452198"
"Line(09006)","09006NEUROLOGY CLINIC","1082518","1297757","2380275","-883815","1496460","-181988","1314472"
"Line(09007)","09007OB GYN CLINIC","3085335","2682611","5767946","-563945","5204001","-630392","4573609"
"Line(09008)","09008OPTHALMOLOGY CLINIC","2124955","3053997","5178952","-1820060","3358892","-343426","3015466"
"Line(09009)","09009ORTHOPEDIC CLINIC","1334999","1648649","2983648","-874598","2109050","-322931","1786119"
"Line(09010)","09010OTOLARANGOLOGY CLINIC","731753","595422","1327175","-158421","1168754","-97697","1071057"
"Line(09011)","09011PEDIATRIC CLINIC","1403570","3805450","5209020","-2606928","2602092","-223885","2378207"
"Line(09012)","09012PHYS MED & REHAB CLINIC","217359","512698","730057","-380348","349709","-57475","292234"
"Line(09013)","09013PODIATRY","508781","705675","1214456","-547713","666743","-47462","619281"
"Line(09014)","09014PRIMARY CARE CLINIC","12478040","10102012","22580052","-3704345","18875707","-1448422","17427285"
"Line(09015)","09015PSYCHIATRY CLINIC","641046","420109","1061155","-377307","683848","-43009","640839"
"Line(09016)","09016PULMONARY CLINIC","369475","263530","633005","-138953","494052","-68977","425075"
"Line(09017)","09017SPORTS MEDICINE CLINIC","661594","702167","1363761","-447922","915839","-94251","821588"
"Line(09018)","09018SURGERY CLINIC","2696748","1607250","4303998","-449159","3854839","-315807","3539032"
"Line(09019)","09019TRANSPLANT - HEART","938305","433912","1372217","-707795","664422","-56477","607945"
"Line(09020)","09020TRANSPLANT - LIVER","790148","379308","1169456","-118303","1051153","-132114","919039"
"Line(09021)","09021TRANSPLANT - LUNG","108873","-17183","91690","133318","225008","-25057","199951"
"Line(09022)","09022TRANSPLANT - KIDNEY/PANCREAS","816568","227939","1044507","-60867","983640","-20611","963029"
"Line(09023)","09023TRANSPLANT - BONE MARROW","251778","141126","392904","-20525","372379","-137048","235331"
"Line(09024)","09024TRANSPLANT - MED SUPPORT","933044","546708","1479752","-748871","730881","-148316","582565"
"Line(09025)","09025UROLOGY CLINIC","1409107","1216456","2625563","-561937","2063626","-130465","1933161"
"Line(09100)","09100EMERGENCY","13702067","8039245","21741312","-380782","21360530","-2846261","18514269"
"Line(09200)","09200OBSERVATION BEDS (NON-DISTINCT"
"Line(09201)","09201OBSERVATION BEDS (DIST) 1"
"Line(09500)","09500AMBULANCE SERVICES","674631","1393349","2067980","779","2068759","-4655","2064104"
"Line(09910)","09910CORF"
"Line(09920)","09920OUTPATIENT PHYSICAL THERAPY"
"Line(09930)","09930OUTPATIENT OCCUPATIONAL THERAPY"
"Line(09940)","09940OUTPATIENT SPEECH PATHOLOGY"
"Line(10500)","10500KIDNEY ACQUISITION","726571","6476063","7202634","4237772","11440406","-4473604","6966802"
"Line(10600)","10600HEART ACQUISITION","1040528","2404867","3445395","1268455","4713850","-1056504","3657346"
"Line(10700)","10700LIVER ACQUISITION","744454","8262444","9006898","2379555","11386453","2480874","13867327"
"Line(10800)","10800LUNG ACQUISITION","415184","1197837","1613021","67137","1680158","103065","1783223"
"Line(10900)","10900PANCREAS ACQUISITION","49549","853283","902832","292929","1195761","154287","1350048"
"Line(11201)","08601HLA LAB","705855","1553500","2259355","-1828826","430529","-430529"
"Line(11300)","11300INTEREST EXPENSE", ,"30869084","30869084","-30869084"
"Line(11800)", ,"303156952","813590045","1116746997","50573008","1167320005","-239754979","927565026"
"Line(19100)","19100RESEARCH"
"Line(19101)","19101GUEST MEALS"
"Line(19200)","19200PHYSICIANS PRIVATE OFFICES", ,"940440","940440","-245041","695399","-59573","635826"
"Line(19300)","19300NONPAID WORKERS"
"Line(19301)","19301VACANT SPACE"
"Line(19400)","07950BLANK"
"Line(19401)","07951NON ALLOW OH","4274306","3267823","7542129","7892070","15434199","-1103849","14330350"
"Line(19402)","07952NON ALLOWABLE A&G","80707","289016","369723","2307","372030","-29809","342221"
"Line(19403)","07953NON ALLOWABLE THERAPY","1136426","293691","1430117","-20016","1410101","5008","1415109"
"Line(19404)","07954NON ALLOWABLE O/P PHARMACY","1619937","253262","1873199","-530201","1342998","3223","1346221"
"Line(19405)","07955OCHSNER CLINIC","301773046","47759536","349532582","-59951901","289580681","-11752316","277828365"
"Line(19406)","07956BOARD DESIGNATED/RESTRICT","2860157","3420006","6280163","2279441","8559604","-253312","8306292"
"Line(19407)","07957DME","66305","156778","223083","333","223416","354","223770"
