"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572875"," Report A000000 ","-------------","-------------","-----------",""
"Line(00706)","00706COX/BARTLETT", , , ,"1203966","1203966", ,"1203966"
"Line(00707)","00707ELLISON", , , ,"3651225","3651225", ,"3651225"
"Line(00708)","00708EDWARDS", , , ,"410958","410958", ,"410958"
"Line(00709)","00709GRAY E/JACKSON", , , ,"1289684","1289684", ,"1289684"
"Line(00710)","00710GRAY N/BIGELOW", , , ,"2576976","2576976", ,"2576976"
"Line(00711)","00711PHILLIPS", , , ,"386837","386837", ,"386837"
"Line(00712)","00712BLAKE", , , ,"2523198","2523198", ,"2523198"
"Line(00713)","00713DANVERS ACC", , , ,"867485","867485", ,"867485"
"Line(00714)","00714WARREN", , , ,"472123","472123", ,"472123"
"Line(00715)","00715WELLMAN & SIMCHES", , , ,"4381945","4381945", ,"4381945"
"Line(00716)","00716WHITE", , , ,"2321275","2321275", ,"2321275"
"Line(00717)","00717CHARLESTOWN HEALTH CENTER", , , ,"667182","667182", ,"667182"
"Line(00718)","00718CHARLESTOWN 149", , , ,"7497523","7497523", ,"7497523"
"Line(00719)","00719SOMERVILLE AOB POB", , , ,"347559","347559", ,"347559"
"Line(00800)","00800LAUNDRY & LINEN SERVICE","778166","2436082","3214248","-13227","3201021","-49616","3151405"
"Line(00900)","00900HOUSEKEEPING","16202280","11519756","27722036","-125378","27596658","-6130","27590528"
"Line(01000)","01000DIETARY","18596337","16938721","35535058","-315573","35219485","-20610693","14608792"
"Line(01100)","01100CAFETERIA"
"Line(01200)","01200MAINTENANCE OF PERSONNEL"
"Line(01300)","01300NURSING ADMINISTRATION","14725999","9410806","24136805","-196685","23940120","-785021","23155099"
"Line(01400)","01400CENTRAL SERVICES & SUPPLY","7367110","4995751","12362861","-66597","12296264", ,"12296264"
"Line(01401)","01401MEDICAL ENGINEERING","1133719","425025","1558744","-125320","1433424","-392845","1040579"
"Line(01402)","01402MEDICAL SURGICAL OTHE","1071102","1761529","2832631","-21651","2810980", ,"2810980"
"Line(01500)","01500PHARMACY","22383565","63045411","85428976","107631555","193060531","-281497","192779034"
"Line(01600)","01600MEDICAL RECORDS & LIBRARY","6139980","6872302","13012282","482511","13494793","-991002","12503791"
"Line(01700)","01700SOCIAL SERVICE","5986781","2295058","8281839","-286792","7995047","-391560","7603487"
"Line(01800)","01872OTHER GENERAL SERVICES IV","5419907","5711649","11131556","-1067404","10064152","-178395","9885757"
"Line(01801)","01873MED STAFF ADMIN", , , ,"67611499","67611499","-267550","67343949"
"Line(01900)","01900NONPHYSICIAN ANESTHETISTS"
"Line(02000)","02000NURSING SCHOOL", , , , , ,"1006987","1006987"
"Line(02100)","02100I&R SERVICES-SALARY & FRINGES A","85783786","64377925","150161711","-121581905","28579806","-28579806"
"Line(02101)","02101M & S", , , ,"39558334","39558334", ,"39558334"
"Line(02102)","02102ANES", , , ,"5585310","5585310", ,"5585310"
"Line(02103)","02103PATH"
"Line(02104)","02104RADIOLOGY DIAG", , , ,"2845721","2845721", ,"2845721"
"Line(02105)","02105RAD MED", , , ,"123677","123677", ,"123677"
"Line(02200)","02200I&R SERVICES-OTHER PRGM COSTS A"
"Line(02201)","02201M & S", , , ,"44129618","44129618","880235","45009853"
"Line(02202)","02202ANES", , , ,"55424","55424","2627827","2683251"
"Line(02203)","02203PATH", , , ,"456480","456480","2453669","2910149"
"Line(02204)","02204RADIOLOGY DIAG", , , ,"653826","653826","2030933","2684759"
"Line(02205)","02205RAD MED", , , ,"209883","209883","823325","1033208"
"Line(02300)","02300PARAMED ED PRGM-(SPECIFY)", , , ,"236583","236583", ,"236583"
"Line(02301)","02301PARAMED ED -  PSYCH", , , ,"377542","377542", ,"377542"
"Line(02302)","02302PARAMED ED - ADMIN GF", , , ,"374618","374618", ,"374618"
"Line(02303)","02303PARAMED ED - PT IHP", , , , , ,"29898","29898"
"Line(02304)","02304PARAMED ED - SPEECH", , , , , ,"464501","464501"
"Line(02305)","02305PARAMED ED -MEDI PHYSICS", , , ,"454745","454745", ,"454745"
"Line(02306)","02306PARAMEDICAL PHARMACY", , , ,"240323","240323", ,"240323"
"Line(02307)","02307PARAMEDICAL DIGITAL IMAGING"
"Line(03000)","03000ADULTS & PEDIATRICS","160059095","77420361","237479456","-4944173","232535283","-6379911","226155372"
"Line(03100)","03100INTENSIVE CARE UNIT","10818147","5477944","16296091","-154829","16141262","-1471","16139791"
"Line(03200)","03200CORONARY CARE UNIT","6653880","3350034","10003914","-88476","9915438", ,"9915438"
"Line(03300)","03300BURN INTENSIVE CARE UNIT","604992","920545","1525537","-32719","1492818", ,"1492818"
"Line(03400)","03400SURGICAL INTENSIVE CARE UNIT","7902366","4208187","12110553","-121464","11989089", ,"11989089"
"Line(03500)","02180TRAUMA INTENSIVE CARE","24421479","13142070","37563549","-589479","36974070","-698133","36275937"
"Line(03501)","02080PEDIATRIC INTENSIVE CAR","11969704","5572896","17542600","-178485","17364115", ,"17364115"
"Line(04000)","04000SUBPROVIDER - IPF","5288616","2073529","7362145","-48847","7313298", ,"7313298"
"Line(04300)","04300NURSERY","4968556","2110042","7078598","-28179","7050419", ,"7050419"
"Line(05000)","05000OPERATING ROOM","73431621","126609734","200041355","-29487485","170553870","-2378275","168175595"
"Line(05100)","05100RECOVERY ROOM","17441197","7999645","25440842","-274682","25166160","-1659","25164501"
"Line(05200)","05200DELIVERY ROOM & LABOR ROOM","9995875","4762913","14758788","35047","14793835","-1533445","13260390"
"Line(05300)","05300ANESTHESIOLOGY","14616684","23408998","38025682","-11451213","26574469","-6980468","19594001"
"Line(05400)","05400RADIOLOGY-DIAGNOSTIC","40516651","40641512","81158163","-28595310","52562853","-172120","52390733"
"Line(05500)","05500RADIOLOGY-THERAPEUTIC","17752735","16517798","34270533","-3077523","31193010","-25759","31167251"
"Line(05501)","05501PROTON BEAM","6257545","4156518","10414063","634683","11048746","-922658","10126088"
"Line(05700)","05700CT SCAN","5094406","6813324","11907730","8903598","20811328","-14058","20797270"
"Line(05800)","05800MRI","5989827","6901724","12891551","7006653","19898204","-3000","19895204"
"Line(05900)","05900CARDIAC CATHETERIZATION","4796568","17038115","21834683","-8854771","12979912","-2195883","10784029"
"Line(06000)","06000LABORATORY","32672537","42617893","75290430","-4092394","71198036","-2200536","68997500"
"Line(06001)","06001TISSUE TYPING LAB","620201","521895","1142096","-6249","1135847", ,"1135847"
"Line(06230)","06250BLOOD CLOTTING FOR HEMOPHILIACS"
"Line(06300)","06300BLOOD STORING  PROCESSING & TRA","6448360","19240239","25688599","-342244","25346355","-542","25345813"
"Line(06400)","06400INTRAVENOUS THERAPY"
"Line(06500)","06500RESPIRATORY THERAPY","8012452","5826237","13838689","-62027","13776662", ,"13776662"
"Line(06600)","06600PHYSICAL THERAPY","16640051","8413048","25053099","-212996","24840103","-109650","24730453"
"Line(06900)","06900ELECTROCARDIOLOGY","376088","357173","733261","-13862","719399","-12690","706709"
"Line(06901)","03280CARDIOLOGY","6285984","20964905","27250889","-8559667","18691222","-1620952","17070270"
"Line(07000)","07000ELECTROENCEPHALOGRAPHY","4313356","8377973","12691329","-435453","12255876","-877306","11378570"
"Line(07100)","07100MEDICAL SUPPLIES CHARGED TO PAT","496197","1890876","2387073","22230508","24617581", ,"24617581"
"Line(07200)","07200IMPL. DEV. CHARGED TO PATIENTS", , , ,"32134230","32134230", ,"32134230"
"Line(07300)","07300DRUGS CHARGED TO PATIENTS", ,"63337279","63337279","-63292294","44985", ,"44985"
"Line(07400)","07400RENAL DIALYSIS","3897660","2951302","6848962","-462898","6386064","-425242","5960822"
"Line(07600)","03950OTH ANCILLARY SERVICE C","6154227","11369429","17523656","-5200928","12322728","-1432565","10890163"
"Line(07697)","07697CARDIAC REHABILITATION","822550","528389","1350939","-43168","1307771","-3036","1304735"
"Line(07698)","07698HYPERBARIC OXYGEN THERAPY"
"Line(07699)","07699LITHOTRIPSY"
"Line(09000)","09000CLINIC","112941849","92642141","205583990","-10222948","195361042","-47693665","147667377"
"Line(09100)","09100EMERGENCY","27533365","18184038","45717403","-482127","45235276","-2397856","42837420"
"Line(09200)","09200OBSERVATION BEDS (NON-DISTINCT"
"Line(09201)","09201OBSERVATION BEDS-DISTINCT","1615152","3499695","5114847","-21045","5093802","-2499192"
"Line(09400)","09400HOME PROGRAM DIALYSIS","789182","824838","1614020","-128401","1485619","-39634","1445985"
"Line(10500)","10500KIDNEY ACQUISITION","4540931","4980757","9521688","-4653986","4867702","-722967","4144735"
"Line(10600)","10600HEART ACQUISITION","463943","1027642","1491585","-218838","1272747","-70544","1202203"
"Line(10700)","10700LIVER ACQUISITION","1114189","3378428","4492617","169660","4662277","-261952","4400325"
"Line(10800)","10800LUNG ACQUISITION","370949","1220863","1591812","-62950","1528862","-55640","1473222"
"Line(10900)","10900PANCREAS ACQUISITION","99532","201966","301498","-237946","63552","-13507","50045"
"Line(11000)","11000INTESTINAL ACQUISITION","94831","74113","168944","-148381","20563", ,"20563"
"Line(11100)","11100ISLET ACQUISITION", , , ,"168267","168267", ,"168267"
"Line(11200)","08600OTHER ORGAN ACQUISITION (SPECIF","913219","502244","1415463","-90069","1325394","-170515","1154879"
"Line(11800)", ,"960076579","1358607173","2147483647","47980236","2147483647","-138020101","2147483647"
"Line(19000)","19000GIFT  FLOWER  COFFEE SHOP & CAN","5571876","25965408","31537284","-16933111","14604173","-2690074","11914099"
"Line(19101)","19101RESEARCH ADMIN & GENERAL","5006689","2639356","7646045","13606279","21252324","29908886","51161210"
"Line(19102)","19102RESEARCH AND TRAINING","278972732","366811516","645784248","-28327218","617457030","-4009262","613447768"
"Line(19103)","19103OTHER FUNDS","30909952","58447731","89357683","-2387806","86969877","-17622617","69347260"
"Line(19104)","19104CRC- RESEARCH FUNDS","2338977","892069","3231046","991650","4222696", ,"4222696"
"Line(19105)","19105GCRC","1124484","507839","1632323","-714471","917852", ,"917852"
"Line(19106)","19106GCRC OUTPATIENT"
"Line(19200)","19200PHYSICIANS PRIVATE OFFICES","9818053","4397506","14215559","-14215559"
"Line(19201)","19201HOSPICE"
