"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A000000 ","-------------","-------------","-----------",""
"Line(03403)","03402UH NS 3IC", ,"4668","4668","-4668"
"Line(03404)","03403RH PED IC","7666254","4026500","11692754","-3209054","8483700","-30680","8453020"
"Line(03405)","03404TRANSPLANT ICU","1926985","1040533","2967518","-819907","2147611", ,"2147611"
"Line(03406)","03407PEDS CANCER CARE","1197740","650489","1848229","-430775","1417454","-59167","1358287"
"Line(04000)","04000SUBPROVIDER - IPF","3170353","2041224","5211577","-737525","4474052","-997582","3476470"
"Line(04100)","04100SUBPROVIDER - IRF"
"Line(04200)","04200SUBPROVIDER"
"Line(04300)","04300NURSERY","2221967","1067559","3289526","832033","4121559","-169941","3951618"
"Line(04400)","04400SKILLED NURSING FACILITY"
"Line(04500)","04500NURSING FACILITY"
"Line(04501)","04510ICF/MR"
"Line(04600)","04600OTHER LONG TERM CARE"
"Line(05000)","05000OPERATING ROOM","30632978","110739528","141372506","-103689885","37682621","-858099","36824522"
"Line(05001)","05001ENDOSCOPY","1106680","1286792","2393472","-1073253","1320219", ,"1320219"
"Line(05100)","05100RECOVERY ROOM","5625603","2298029","7923632","-1785362","6138270","-26","6138244"
"Line(05200)","05200DELIVERY ROOM & LABOR ROOM", , , ,"7781110","7781110", ,"7781110"
"Line(05300)","05300ANESTHESIOLOGY","1411453","14626627","16038080","-5066020","10972060","-8990844","1981216"
"Line(05301)","05301PULMONARY FUNCTION TESTING","2522875","1531865","4054740","-1124083","2930657","-12344","2918313"
"Line(05400)","05400RADIOLOGY-DIAGNOSTIC","25896553","34255484","60152037","-24142974","36009063","-1099455","34909608"
"Line(05500)","05500RADIOLOGY-THERAPEUTIC","4351584","3026497","7378081","-2208892","5169189","-385695","4783494"
"Line(05600)","05600RADIOISOTOPE","852791","4947226","5800017","-4772820","1027197","-1046","1026151"
"Line(05700)","05700CT SCAN"
"Line(05800)","05800MRI"
"Line(05900)","05900CARDIAC CATHETERIZATION","880245","4942419","5822664","-4771275","1051389","-18542","1032847"
"Line(06000)","06000LABORATORY","31470351","60728972","92199323","-35214081","56985242","-38229711","18755531"
"Line(06001)","06001TRANSPLANT IMMUNOLOGY","896016","2787542","3683558","-1368734","2314824","-54490","2260334"
"Line(06002)","06002BONE MARROW TRANSPLANT LAB","935354","1372285","2307639","-1254423","1053216","1652","1054868"
"Line(06100)","06100PBP CLINICAL LAB SERVICES-PRGM"
"Line(06200)","06200WHOLE BLOOD & PACKED RED BLOOD"
"Line(06300)","06300BLOOD STORING  PROCESSING & TRA","3087457","14134288","17221745","-13894955","3326790","-3746","3323044"
"Line(06400)","06400INTRAVENOUS THERAPY"
"Line(06500)","06500RESPIRATORY THERAPY","19616859","10852703","30469562","-9179365","21290197","-24","21290173"
"Line(06600)","06600PHYSICAL THERAPY","10928383","4902214","15830597","-3172810","12657787","-89806","12567981"
"Line(06700)","06700OCCUPATIONAL THERAPY","2210105","811918","3022023","-627284","2394739", ,"2394739"
"Line(06800)","06800SPEECH PATHOLOGY","3132880","3420947","6553827","-3133320","3420507", ,"3420507"
"Line(06900)","06900ELECTROCARDIOLOGY","2531437","3160967","5692404","-894093","4798311","-2552811","2245500"
"Line(07000)","07000ELECTROENCEPHALOGRAPHY","3837212","2653320","6490532","-1588008","4902524","-325239","4577285"
"Line(07100)","07100MEDICAL SUPPLIES CHARGED TO PAT","192239","233987","426226","34349622","34775848", ,"34775848"
"Line(07200)","07200IMPL. DEV. CHARGED TO PATIENTS", , , ,"60197532","60197532", ,"60197532"
"Line(07300)","07300DRUGS CHARGED TO PATIENTS", , , ,"137297780","137297780", ,"137297780"
"Line(07301)","07301RENAL-RILEY"
"Line(07302)","07302RENAL-ADULT"
"Line(07303)","07303OUTPATIENT RETAIL PHARMACY","7060601","46945746","54006347","-44919531","9086816","-675544","8411272"
"Line(07400)","07400RENAL DIALYSIS","6275635","6441752","12717387","-5245633","7471754","-133956","7337798"
"Line(07500)","07500ASC (NON-DISTINCT PART)"
"Line(07504)","07501BMTU OUTPATIENT"
"Line(07600)","03020RH NBN ECMO IC","510207","213737","723944","-169742","554202", ,"554202"
"Line(07601)","03021CARDIOLOGY","2036692","9978828","12015520","-8152671","3862849","-46962","3815887"
"Line(07602)","03022PSYCH OTHER ANCILLARY","172039","1896890","2068929","-43521","2025408","-1821420","203988"
"Line(07603)","03023CARDIAC CATHERIZATION","4273953","11231167","15505120","-6699530","8805590","-2618984","6186606"
"Line(07604)","03024DAY SURGERY","4140268","1845566","5985834","-1425442","4560392", ,"4560392"
"Line(07605)","03025ONCOLOGY"
"Line(07606)","03026DAY SURGERY-RILEY"
"Line(07607)","03027CARDIOLOGY-RILEY"
"Line(07608)","03028ECMO-ADULT","27282","3686","30968","-1635","29333", ,"29333"
"Line(07697)","07697CARDIAC REHABILITATION","278893","254920","533813","-71420","462393","-2693","459700"
"Line(08800)","08800RURAL HEALTH CLINIC"
"Line(08900)","08900FEDERALLY QUALIFIED HEALTH CENT","3190298","1653738","4844036","-80791","4763245","-314514","4448731"
"Line(09000)","09000CLINIC"
"Line(09001)","09001AMB SVC-OB & GYN","2071221","1167957","3239178","-977238","2261940","-55841","2206099"
"Line(09002)","09002IUSCC HEM/ONC","25383971","60017194","85401165","-53955888","31445277","-348125","31097152"
"Line(09003)","09003AMB SVC-OPTHALMOLOGY","225317","838702","1064019","-806331","257688","-11","257677"
"Line(09004)","09004AMB SVC-PSYCH ADULT","375336","143279","518615","-101954","416661", ,"416661"
"Line(09005)","09005AMB SVC-DIABETES ADULT", ,"306","306","-119","187", ,"187"
"Line(09006)","09006OUTPATIENT SURGERY","2151158","1047587","3198745","-756823","2441922","-88862","2353060"
"Line(09007)","09007AMB SVC-RILEY CLINICS","4315886","2756011","7071897","-2412051","4659846","-2964614","1695232"
"Line(09008)","09008MOTILITY LAB","102346","121355","223701","-109403","114298","-19752","94546"
"Line(09009)","09009AMB SVC - PSYCH CHILD"
"Line(09010)","09010CLINICAL GERIATRICS","22190","1047855","1070045","-6433","1063612","-1033463","30149"
"Line(09011)","09023SLEEP LAB","249774","248200","497974","2902003","3399977","-30854","3369123"
"Line(09012)","09024OP CARE ADULTS","265781","116868","382649","-90833","291816", ,"291816"
"Line(09013)","09011PEDIATRIC CLINIC"
"Line(09014)","09012ARTHRITIS CLINIC","150766","6262365","6413131","-6176455","236676","-24","236652"
"Line(09015)","09013NEUROLOGY UH"
"Line(09016)","09014ORTHOPEDICS UH"
"Line(09017)","09015PHYSICAL MEDICINE","796206","486308","1282514","-426942","855572","-22","855550"
"Line(09018)","09016DERMATOLOGY CLINIC","575158","380941","956099","-317094","639005","-4165","634840"
"Line(09019)","09017INFUSION/HEM/ONC","661479","549260","1210739","-171598","1039141","-355","1038786"
"Line(09020)","09025IUMG - MH","347116","161944","509060","-132699","376361", ,"376361"
"Line(09021)","09019OP REHAB CLINIC","137527","323648","461175","-311343","149832", ,"149832"
"Line(09022)","09020EATING DISORDERS CLINIC","824017","797428","1621445","-235897","1385548","-229649","1155899"
"Line(09023)","09018GASTROENTEROLOGY CLINIC","518819","374855","893674","-211434","682240","-43275","638965"
"Line(09024)","09021AIDES CLINIC","1047428","636971","1684399","-212985","1471414","-79700","1391714"
"Line(09100)","09100EMERGENCY","17707643","16443344","34150987","-3653177","30497810","-7559997","22937813"
"Line(09101)","09101EMERGENCY-RILEY"
"Line(09200)","09200OBSERVATION BEDS (NON-DISTINCT"
"Line(09300)","04040FAMILY PRACTICE"
"Line(09400)","09400HOME PROGRAM DIALYSIS","714698","3284855","3999553","-2826934","1172619","-90748","1081871"
"Line(09500)","09500AMBULANCE SERVICES","7214658","16234235","23448893","-3868951","19579942","-404939","19175003"
"Line(09600)","09600DURABLE MEDICAL EQUIP-RENTED"
"Line(09700)","09700DURABLE MEDICAL EQUIP-SOLD"
"Line(09900)","09900CMHC"
"Line(09910)","09910CORF"
"Line(10000)","10000I&R SERVICES-NOT APPRVD PRGM"
"Line(10100)","10100HOME HEALTH AGENCY","25348341","27621110","52969451","-15114297","37855154","-3639150","34216004"
"Line(10500)","10500KIDNEY ACQUISITION","4510909","11032607","15543516","-4401932","11141584","-670368","10471216"
"Line(10600)","10600HEART ACQUISITION","517249","1602691","2119940","-409482","1710458","-18750","1691708"
"Line(10700)","10700LIVER ACQUISITION","1176862","7464905","8641767","-498852","8142915","-1443498","6699417"
"Line(10800)","10800LUNG ACQUISITION","684483","2955066","3639549","-480858","3158691","8700","3167391"
"Line(10900)","10900PANCREAS ACQUISITION","332571","2229905","2562476","-155451","2407025", ,"2407025"
"Line(11000)","11000INTESTINAL ACQUISITION","236013","843614","1079627","-145336","934291", ,"934291"
"Line(11100)","11100ISLET ACQUISITION"
"Line(11200)","08600OTHER ORGAN ACQUISITION","167843","72272","240115","-39307","200808", ,"200808"
"Line(11201)","08601POST TRANSPLANT EXPENSES", , , ,"3740363","3740363", ,"3740363"
"Line(11300)","11300INTEREST EXPENSE"
"Line(11400)","11400UTILIZATION REVIEW-SNF"
"Line(11500)","11500AMBULATORY SURGICAL CENTER (D.P"
"Line(11600)","11600HOSPICE", , , ,"5688312","5688312", ,"5688312"
"Line(11800)", ,"574833040","1100246418","1675079458","17718736","1692798194","-19718540","1673079654"
"Line(19000)","19000GIFT  FLOWER  COFFEE SHOP & CAN", ,"788","788","-639","149", ,"149"
"Line(19100)","19100RESEARCH","3263841","1454629","4718470","-1062441","3656029","-21455","3634574"
"Line(19101)","19101RESEARCH-GCRC", ,"35881","35881","-37563","-1682","1682"
"Line(19102)","19102OSA","1898638","5649870","7548508","-2264870","5283638","-1661229","3622409"
"Line(19200)","19200PHYSICIANS PRIVATE OFFICES","114864","3740225","3855089","-45545","3809544","-633800","3175744"
"Line(19201)","19201OTHER NONREIMBURSABLE-METHODIST","6410703","21841707","28252410","-10603400","17649010","-10416101","7232909"
"Line(19202)","19202OTHER NONREIMBURSABLE - IUMC","3385661","24881310","28266971","-1744164","26522807","-22387026","4135781"
"Line(19203)","19203PHYSICIANS PRIVATE OFFICES","720","468850","469570","-26","469544", ,"469544"
"Line(19204)","19204MHH RADIOLOGY","100381","32410","132791","-20096","112695", ,"112695"
"Line(19205)","19205MHH LABS"
"Line(19206)","19206BELTWAY SURGERY","30470","353261","383731","-4795","378936","-339266","39670"
"Line(19207)","19207RHI","150306","222007","372313","-141064","231249", ,"231249"
"Line(19208)","19208NON-ALLOWABLE ADVERTISING","4635009","21452167","26087176","-287773","25799403","-7633207","18166196"
"Line(19209)","19209ARTHRITIS CLINIC - NR","33994","1315450","1349444","-1271281","78163", ,"78163"
"Line(19210)","19212CARDIO PHYSICIANS","895513","888400","1783913","-235079","1548834","-256804","1292030"
"Line(19211)","19211UNUSED SPACE"
"Line(19300)","19300NONPAID WORKERS"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000A0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000A0)","Entity[558727] Report(A6000A0[00000])","Entity[558727] Report(A6000A0[00100])", ,"Entity[558727] Report(A6000A0[00300])", ,"Entity[558727] Report(A6000A0[00500])", ,"Entity[558727] Report(A6000A0[00700])", ,"Entity[558727] Report(A6000A0[00900])"
"Line(00100)","BENEFITS","A", ,"4", ,"117198117", ,"5", ,"2651647"
"Line(00200)","BENEFITS","A", , , , , ,"6", ,"57783"
"Line(00300)","BENEFITS","A", , , , , ,"7", ,"626224"
"Line(00400)","BENEFITS","A", , , , , ,"8", ,"83"
"Line(00500)","BENEFITS","A", , , , , ,"9", ,"101751"
"Line(00600)","BENEFITS","A", , , , , ,"10", ,"2042330"
"Line(00700)","BENEFITS","A", , , , , ,"11", ,"42389"
"Line(00800)","BENEFITS","A", , , , , ,"13", ,"4135183"
"Line(00900)","BENEFITS","A", , , , , ,"14", ,"769302"
"Line(01000)","BENEFITS","A", , , , , ,"15", ,"5119131"
"Line(01100)","BENEFITS","A", , , , , ,"16", ,"75306"
"Line(01200)","BENEFITS","A", , , , , ,"17", ,"963921"
"Line(01300)","BENEFITS","A", , , , , ,"18", ,"859716"
"Line(01400)","BENEFITS","A", , , , , ,"22", ,"120627"
"Line(01500)","BENEFITS","A", , , , , ,"23", ,"32331"
"Line(01600)","BENEFITS","A", , , , , ,"23", ,"57203"
"Line(01700)","BENEFITS","A", , , , , ,"23", ,"73782"
"Line(01800)","BENEFITS","A", , , , , ,"23", ,"38069"
"Line(01900)","BENEFITS","A", , , , , ,"23", ,"145780"
"Line(02000)","BENEFITS","A", , , , , ,"23", ,"29104"
"Line(02100)","BENEFITS","A", , , , , ,"23", ,"157859"
"Line(02200)","BENEFITS","A", , , , , ,"23", ,"32800"
"Line(02300)","BENEFITS","A", , , , , ,"23", ,"48438"
"Line(02400)","BENEFITS","A", , , , , ,"30", ,"27955572"
"Line(02500)","BENEFITS","A", , , , , ,"31", ,"2877060"
"Line(02600)","BENEFITS","A", , , , , ,"32", ,"2275735"
"Line(02700)","BENEFITS","A", , , , , ,"32", ,"872318"
"Line(02800)","BENEFITS","A", , , , , ,"33", ,"226441"
"Line(02900)","BENEFITS","A", , , , , ,"34", ,"682075"
"Line(03000)","BENEFITS","A", , , , , ,"34", ,"1880434"
"Line(03100)","BENEFITS","A", , , , , ,"34", ,"379890"
"Line(03200)","BENEFITS","A", , , , , ,"34", ,"305994"
"Line(03300)","BENEFITS","A", , , , , ,"40", ,"620514"
"Line(03400)","BENEFITS","A", , , , , ,"43", ,"449522"
"Line(03500)","BENEFITS","A", , , , , ,"50", ,"6465024"
"Line(03600)","BENEFITS","A", , , , , ,"50", ,"219068"
"Line(03700)","BENEFITS","A", , , , , ,"51", ,"1085902"
"Line(03800)","BENEFITS","A", , , , , ,"53", ,"357911"
"Line(03900)","BENEFITS","A", , , , , ,"53", ,"625104"
"Line(04000)","BENEFITS","A", , , , , ,"54", ,"5209548"
"Line(04100)","BENEFITS","A", , , , , ,"55", ,"952350"
"Line(04200)","BENEFITS","A", , , , , ,"56", ,"137027"
"Line(04300)","BENEFITS","A", , , , , ,"59", ,"96674"
"Line(04400)","BENEFITS","A", , , , , ,"60", ,"7227308"
"Line(04500)","BENEFITS","A", , , , , ,"60", ,"199814"
"Line(04600)","BENEFITS","A", , , , , ,"60", ,"203753"
"Line(04700)","BENEFITS","A", , , , , ,"63", ,"621618"
"Line(04800)","BENEFITS","A", , , , , ,"65", ,"4191990"
"Line(04900)","BENEFITS","A", , , , , ,"66", ,"2192726"
"Line(05000)","BENEFITS","A", , , , , ,"67", ,"485424"
"Line(05100)","BENEFITS","A", , , , , ,"68", ,"741287"
"Line(05200)","BENEFITS","A", , , , , ,"69", ,"558242"
"Line(05300)","BENEFITS","A", , , , , ,"70", ,"809081"
"Line(05400)","BENEFITS","A", , , , , ,"71", ,"44154"
"Line(05500)","BENEFITS","A", , , , , ,"73", ,"1450836"
"Line(05600)","BENEFITS","A", , , , , ,"74", ,"1278786"
"Line(05700)","BENEFITS","A", , , , , ,"76", ,"38316"
"Line(05800)","BENEFITS","A", , , , , ,"76", ,"469635"
"Line(05900)","BENEFITS","A", , , , , ,"76", ,"14162"
"Line(06000)","BENEFITS","A", , , , , ,"76", ,"813036"
"Line(06100)","BENEFITS","A", , , , , ,"76", ,"853068"
"Line(06200)","BENEFITS","A", , , , , ,"76", ,"1635"
"Line(06300)","BENEFITS","A", , , , , ,"77", ,"62501"
"Line(06400)","BENEFITS","A", , , , , ,"90", ,"535109"
"Line(06500)","BENEFITS","A", , , , , ,"90", ,"3446509"
"Line(06600)","BENEFITS","A", , , , , ,"90", ,"83461"
"Line(06700)","BENEFITS","A", , , , , ,"90", ,"77779"
"Line(06800)","BENEFITS","A", , , , , ,"90", ,"513147"
"Line(06900)","BENEFITS","A", , , , , ,"90", ,"1045156"
"Line(07000)","BENEFITS","A", , , , , ,"90", ,"21868"
"Line(07100)","BENEFITS","A", , , , , ,"90", ,"1890"
"Line(07200)","BENEFITS","A", , , , , ,"90", ,"55967"
"Line(07300)","BENEFITS","A", , , , , ,"90", ,"71860"
"Line(07400)","BENEFITS","A", , , , , ,"90", ,"23263"
"Line(07500)","BENEFITS","A", , , , , ,"90", ,"231240"
"Line(07600)","BENEFITS","A", , , , , ,"90", ,"149052"
"Line(07700)","BENEFITS","A", , , , , ,"90", ,"92655"
"Line(07800)","BENEFITS","A", , , , , ,"90", ,"103534"
"Line(07900)","BENEFITS","A", , , , , ,"90", ,"40091"
"Line(08000)","BENEFITS","A", , , , , ,"90", ,"198334"
"Line(08100)","BENEFITS","A", , , , , ,"90", ,"134267"
"Line(08200)","BENEFITS","A", , , , , ,"91", ,"3978943"
"Line(08300)","BENEFITS","A", , , , , ,"94", ,"163965"
"Line(08400)","BENEFITS","A", , , , , ,"95", ,"1281672"
"Line(08500)","BENEFITS","A", , , , , ,"101", ,"5125731"
"Line(08600)","BENEFITS","A", , , , , ,"105", ,"838521"
"Line(08700)","BENEFITS","A", , , , , ,"106", ,"98760"
"Line(08800)","BENEFITS","A", , , , , ,"107", ,"205727"
"Line(08900)","BENEFITS","A", , , , , ,"108", ,"128793"
"Line(09000)","BENEFITS","A", , , , , ,"109", ,"64161"
"Line(09100)","BENEFITS","A", , , , , ,"110", ,"51383"
"Line(09200)","BENEFITS","A", , , , , ,"112", ,"22701"
"Line(09300)","BENEFITS","A", , , , , ,"191", ,"638521"
"Line(09400)","BENEFITS","A", , , , , ,"191", ,"249380"
"Line(09500)","BENEFITS","A", , , , , ,"192", ,"25770"
"Line(09600)","BENEFITS","A", , , , , ,"192", ,"1402783"
"Line(09700)","BENEFITS","A", , , , , ,"192", ,"689231"
"Line(09800)","BENEFITS","A", , , , , ,"192", ,"26"
"Line(09900)","BENEFITS","A", , , , , ,"192", ,"18587"
"Line(10000)","BENEFITS","A", , , , , ,"192", ,"2365"
"Line(10100)","BENEFITS","A", , , , , ,"192", ,"44311"
"Line(10200)","BENEFITS","A", , , , , ,"192", ,"803594"
"Line(10300)","BENEFITS","A", , , , , ,"192", ,"2917"
"Line(10400)","BENEFITS","A", , , , , ,"192", ,"169073"
"Line(10500)","BENEFITS","A", , , , , ,"90", ,"253726"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000B0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000B0)","Entity[558727] Report(A6000B0[00000])","Entity[558727] Report(A6000B0[00100])", ,"Entity[558727] Report(A6000B0[00300])","Entity[558727] Report(A6000B0[00400])","Entity[558727] Report(A6000B0[00500])", ,"Entity[558727] Report(A6000B0[00700])","Entity[558727] Report(A6000B0[00800])","Entity[558727] Report(A6000B0[00900])"
"Line(00100)","CONTRACT LABOR","B", ,"5", ,"34636", ,"5","34636"
"Line(00200)","CONTRACT LABOR","B", ,"10", ,"132955", ,"10","132955"
"Line(00300)","CONTRACT LABOR","B", ,"17", ,"1923813", ,"17","1923813"
"Line(00400)","CONTRACT LABOR","B", ,"30", ,"1132", ,"30","1132"
"Line(00500)","CONTRACT LABOR","B", ,"34", ,"2184", ,"34","2184"
"Line(00600)","CONTRACT LABOR","B", ,"50", ,"170791", ,"50","170791"
"Line(00700)","CONTRACT LABOR","B", ,"51", ,"134051", ,"51","134051"
"Line(00800)","CONTRACT LABOR","B", ,"55","3908", , ,"55", ,"3908"
"Line(00900)","CONTRACT LABOR","B", ,"65", ,"190252", ,"65","190252"
"Line(01000)","CONTRACT LABOR","B", ,"69", ,"11762", ,"69","11762"
"Line(01100)","CONTRACT LABOR","B", ,"76", ,"36413", ,"76","36413"
"Line(01200)","CONTRACT LABOR","B", ,"90", ,"115659", ,"90","115659"
"Line(01300)","CONTRACT LABOR","B", ,"90", ,"6934", ,"90","6934"
"Line(01400)","CONTRACT LABOR","B", ,"90", ,"107808", ,"90","107808"
"Line(01500)","CONTRACT LABOR","B", ,"90", ,"35387", ,"90","35387"
"Line(01600)","CONTRACT LABOR","B", ,"95", ,"26273", ,"95","26273"
"Line(01700)","CONTRACT LABOR","B", ,"101", ,"398014", ,"101","398014"
"Line(01800)","CONTRACT LABOR","B", ,"112", ,"7338", ,"112","7338"
"Line(01900)","CONTRACT LABOR","B", ,"192", ,"44780", ,"192","44780"
"Line(02000)","CONTRACT LABOR","B", ,"192", ,"80317", ,"192","80317"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 558727"," Report A6000C0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[558727] Report(A6000C0)","Entity[558727] Report(A6000C0[00000])","Entity[558727] Report(A6000C0[00100])", ,"Entity[558727] Report(A6000C0[00300])", ,"Entity[558727] Report(A6000C0[00500])", ,"Entity[558727] Report(A6000C0[00700])", ,"Entity[558727] Report(A6000C0[00900])","Entity[558727] Report(A6000C0[01000])"
"Line(00100)","DEPRECIATION","C", ,"1", ,"1309627", ,"4", ,"24532","9"
"Line(00200)","DEPRECIATION","C", ,"2", ,"43228262", ,"5", ,"166052","9"
"Line(00300)","DEPRECIATION","C", , , , , ,"5", ,"1469010"
