" GENERAL SERVICE COST CENTERS","","","","","","","","","", , , , , , , , , , 
" Capital Related-Bldgs. and Fixtures","","","","","","","","","1", , , , , , , , , , 
" Capital Related-Movable Equipment","","","","","","","","","2", , , , , , , , , , 
" Plant Operation & Maintenance","","","","","","","","","3", , , , , , , , , , 
" Transportation (see instructions)","","","","","","","","","4", , , , , , , , , , 
" Administrative and General","","","","","","","","","5", , , , , , , , , , 
" HHA REIMBURSABLE SERVICES","","","","","","","","","", , , , , , , , , , 
" Skilled Nursing Care","","","","","","","","","6", , , , , , , , , , 
" Physical Therapy","","","","","","","","","7", , , , , , , , , , 
" Occupational Therapy","","","","","","","","","8", , , , , , , , , , 
" Speech Pathology","","","","","","","","","9", , , , , , , , , , 
" Medical Social Services","","","","","","","","","10", , , , , , , , , , 
" Home Health Aide","","","","","","","","","11", , , , , , , , , , 
" Supplies (see instructions)","","","","","","","","","12", , , , , , , , , , 
" Drugs","","","","","","","","","13", , , , , , , , , , 
" DME","","","","","","","","","14", , , , , , , , , , 
" HHA NONREIMBURSABLE SERVICES","","","","","","","","","", , , , , , , , , , 
" Home Dialysis Aide Services","","","","","","","","","15", , , , , , , , , , 
" Respiratory Therapy","","","","","","","","","16", , , , , , , , , , 
" Private Duty Nursing","","","","","","","","","17", , , , , , , , , , 
" Clinic","","","","","","","","","18", , , , , , , , , , 
" Health Promotion Activities","","","","","","","","","19", , , , , , , , , , 
" Day Care Program","","","","","","","","","20", , , , , , , , , , 
" Home Delivered Meals Program","","","","","","","","","21", , , , , , , , , , 
" Homemaker Service","","","","","","","","","22", , , , , , , , , , 
" All Others","","","","","","","","","23", , , , , , , , , , 
" Total (sum of lines 1-23)","","","","","","","","","24", , , , , , , , , , 
"\" Cost To Be Allocated (per Worksheet H-1"," Part I)\"","","","","","","","","","25", , , , , , , , , 
" Unit Cost Multiplier","","","","","","","","","26", , , , , , , , , , 
 , , , , ,"Entity[558727] Report(H110002[00500])", , , , , , , , , , , , , , 
 , , , , ,"24931824", , , , , , , , , , , , , , 
 , , , , ,"3297377", , , , , , , , , , , , , , 
 , , , , ,"2013663", , , , , , , , , , , , , , 
 , , , , ,"334015", , , , , , , , , , , , , , 
 , , , , ,"77070", , , , , , , , , , , , , , 
 , , , , ,"117597", , , , , , , , , , , , , , 
 , , , , ,"257453", , , , , , , , , , , , , , 
 , , , , ,"4413885", , , , , , , , , , , , , , 
 , , , , ,"14420764", , , , , , , , , , , , , , 
 , , , , ,"24931824", , , , , , , , , , , , , , 
 , , , , ,"9284180", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report H11002* ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","","", , , , , , , , , 
 ,"Entity[558727] Report(H11002*[00100])","Entity[558727] Report(H11002*[00200])","Entity[558727] Report(H11002*[00300])","Entity[558727] Report(H11002*[00400])","Entity[558727] Report(H11002*[00500])", , , , , , , , , , , , , , 
 ,"CAPITAL","CAPITAL","PLANT","TRANS-","ADMINIS-", , , , , , , , , , , , , , 
 ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","TRATIVE &", , , , , , , , , , , , , , 
 ,"FIXTURES","EQUIPMENT","MAINT.","ION","GENERAL", , , , , , , , , , , , , , 
 ,"SQUARE","DOLLAR","SQUARE","MILEAGE","ACCUM.", , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report H210001 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","From","HHA","RELATED COSTS","","","","","","","","","","","","","","","","","","","","","NON-","","","","","","","","","RESIDENT","","ALLOCATED","",""
"HHA COST CENTER","Wkst. H-1","TRIAL"," "," ","","","ADMINIS-","MAIN-","","LAUNDRY","","","HHA COST CENTER","","","","MAIN-","NURSING","CENTRAL","","MEDICAL","","OTHER","PHYSICIAN","","","HHA COST CENTER","","INTERNS & RESIDENTS","","PARAMEDICAL","SUBTOTAL","COST & POST","","HHA","",""
"(omit cents)","\"Part I","\"","BALANCE","BLDGS. &","MOVABLE","EMPLOYEE","SUBTOTAL","TRATIVE &","TENANCE &","OPERATION","& LINEN","","","(omit cents)","HOUSE"," ","","TENANCE OF","ADMINIS-","SERVICES &","","RECORDS &","SOCIAL","GENERAL","ANES-","","","(omit cents)","NURSING","SALARY AND","PROGRAM","EDUCATION","(sum of cols.","STEPDOWN","SUBTOTAL","A&G (see","TOTAL",""
"","\"col. 6","\"","-1","FIXTURES","EQUIPMENT","BENEFITS","(cols. 0-4)","GENERAL","REPAIRS","OF PLANT","SERVICE","","","","KEEPING","DIETARY","CAFETERIA","PERSONNEL","TRATION","SUPPLY","PHARMACY","LIBRARY","SERVICE","SERVICE","THETISTS","","","","SCHOOL","FRINGES","COSTS","(SPECIFY)","4a-23)","ADJUSTMENTS","(cols. 23 � 24)","Part II)","HHA COSTS",""
"","line","0","1","2","4","4A","5","6","7","8","","","","9","10","11","12","13","14","15","16","17","18","19","","","","20","21","22","23","24","25","26","27","28",""
" Administrative and General","5","","","","","","","","","","1","1"," Administrative and General","","","","","","","","","","","","1","1"," Administrative and General","","","","","","","","","","1"
" Skilled Nursing Care","6","","","","","","","","","","2","2"," Skilled Nursing Care","","","","","","","","","","","","2","2"," Skilled Nursing Care","","","","","","","","","","2"
" Physical Therapy","7","","","","","","","","","","3","3"," Physical Therapy","","","","","","","","","","","","3","3"," Physical Therapy","","","","","","","","","","3"
" Occupational Therapy","8","","","","","","","","","","4","4"," Occupational Therapy","","","","","","","","","","","","4","4"," Occupational Therapy","","","","","","","","","","4"
" Speech Pathology","9","","","","","","","","","","5","5"," Speech Pathology","","","","","","","","","","","","5","5"," Speech Pathology","","","","","","","","","","5"
" Medical Social Services","10","","","","","","","","","","6","6"," Medical Social Services","","","","","","","","","","","","6","6"," Medical Social Services","","","","","","","","","","6"
" Home Health Aide","11","","","","","","","","","","7","7"," Home Health Aide","","","","","","","","","","","","7","7"," Home Health Aide","","","","","","","","","","7"
" Supplies","12","","","","","","","","","","8","8"," Supplies","","","","","","","","","","","","8","8"," Supplies","","","","","","","","","","8"
" Drugs","13","","","","","","","","","","9","9"," Drugs","","","","","","","","","","","","9","9"," Drugs","","","","","","","","","","9"
" DME","14","","","","","","","","","","10","10"," DME","","","","","","","","","","","","10","10"," DME","","","","","","","","","","10"
" Home Dialysis Aide Services","15","","","","","","","","","","11","11"," Home Dialysis Aide Services","","","","","","","","","","","","11","11"," Home Dialysis Aide Services","","","","","","","","","","11"
" Respiratory Therapy","16","","","","","","","","","","12","12"," Respiratory Therapy","","","","","","","","","","","","12","12"," Respiratory Therapy","","","","","","","","","","12"
" Private Duty Nursing","17","","","","","","","","","","13","13"," Private Duty Nursing","","","","","","","","","","","","13","13"," Private Duty Nursing","","","","","","","","","","13"
" Clinic","18","","","","","","","","","","14","14"," Clinic","","","","","","","","","","","","14","14"," Clinic","","","","","","","","","","14"
" Health Promotion Activities","19","","","","","","","","","","15","15"," Health Promotion Activities","","","","","","","","","","","","15","15"," Health Promotion Activities","","","","","","","","","","15"
" Day Care Program","20","","","","","","","","","","16","16"," Day Care Program","","","","","","","","","","","","16","16"," Day Care Program","","","","","","","","","","16"
" Home Delivered Meals Program","21","","","","","","","","","","17","17"," Home Delivered Meals Program","","","","","","","","","","","","17","17"," Home Delivered Meals Program","","","","","","","","","","17"
" Homemaker Service","22","","","","","","","","","","18","18"," Homemaker Service","","","","","","","","","","","","18","18"," Homemaker Service","","","","","","","","","","18"
" All Others","23","","","","","","","","","","19","19"," All Others","","","","","","","","","","","","19","19"," All Others","","","","","","","","","","19"
" Totals (sum of lines 1-19) (2)","","","","","","","","","","","20","20"," Totals (sum of lines 1-19) (2)","","","","","","","","","","","","20","20"," Totals (sum of lines 1-19) (2)","","","","","","","","","","20"
"\" Unit Cost Multiplier: column 26"," line 1 divided by the sum of column 26"," line 20 \"","","","","","","","","","","","21","21","\" Unit Cost Multiplier: column 26"," line 1 divided by the sum of column 26"," line 20 \"","","","","","","","","","","","","21","21","\" Unit Cost Multiplier: column 26"," line 1 divided by the sum of column 26"," line 20 \"","","","","","","","","","","21"
"\" minus column 26"," line 1"," rounded to 6 decimal places.\"","","","","","","","","","","","","","\" minus column 26"," line 1"," rounded to 6 decimal places.\"","","","","","","","","","","","","","","\" minus column 26"," line 1"," rounded to 6 decimal places.\"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"\"(1) Column 0"," line 20 must agree with Wkst. A"," column 7"," line 101.\"","","","","","","","","","","","","","\"(2) Columns 0 through 26"," line 20 must agree with the corresponding columns of Wkst. B"," Part I"," line 101.\"","","","","","","","","","","","","","","\"(2) Columns 0 through 26"," line 20 must agree with the corresponding columns of Wkst. B"," Part I"," line 101.\"","","","","","","","","","",""
"\"(2) Columns 0 through 26"," line 20 must agree with the corresponding columns of Wkst. B"," Part I"," line 101.\"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Entity[558727] Report(H210001[00000])","Entity[558727] Report(H210001[00100])","Entity[558727] Report(H210001[00200])", ,"Entity[558727] Report(H210001[00400])", ,"Entity[558727] Report(H210001[00600])","Entity[558727] Report(H210001[00700])", , , ,"Entity[558727] Report(H210001[01100])", ,"Entity[558727] Report(H210001[01300])","Entity[558727] Report(H210001[01400])", ,"Entity[558727] Report(H210001[01600])", ,"Entity[558727] Report(H210001[01800])", , , , , ,"Entity[558727] Report(H210001[02400])", ,"Entity[558727] Report(H210001[02600])","Entity[558727] Report(H210001[02700])","Entity[558727] Report(H210001[02800])"
 ,"225055","266881", ,"4402629", ,"155072","497562", , , ,"72251", ,"558578","113027", ,"135376", ,"37719", , , , , ,"7723557", ,"7723557"
"4525264", , , , , , , , , , , , , , , , , , , , , , , ,"4861731", ,"4861731","1021484","5883215"
"2763517", , , , , , , , , , , , , , , , , , , , , , , ,"2968993", ,"2968993","623806","3592799"
"458397", , , , , , , , , , , , , , , , , , , , , , , ,"492480", ,"492480","103473","595953"
"105770", , , , , , , , , , , , , , , , , , , , , , , ,"113634", ,"113634","23875","137509"
"161388", , , , , , , , , , , , , , , , , , , , , , , ,"173388", ,"173388","36430","209818"
"353324", , , , , , , , , , , , , , , , , , , , , , , ,"379595", ,"379595","79756","459351"
"6057541", , , , , , , , , , , , , , , , , , , , , , , ,"6507937", ,"6507937","1367363","7875300"
"19790803", , , , , , , , , , , , , , , , , , , , , , , ,"21262309", ,"21262309","4467370","25729679"
"34216004","225055","266881", ,"4402629", ,"155072","497562", , , ,"72251", ,"558578","113027", ,"135376", ,"37719", , , , , ,"44483624", ,"44483624","7723557","44483624"
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report H210002 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"","RELATED COST","","","","ADMINIS-","MAIN-","","","","","LAUNDRY","","","","MAIN-","NURSING","CENTRAL","","MEDICAL","","","","","","PHYSICIAN","","INTERNS & RESIDENTS","","MEDICAL",""
"","BLDGS. &","MOVABLE","EMPLOYEE","","TRATIVE &","TENANCE &","OPERATION","","","","& LINEN","HOUSE-"," ","","TENANCE OF","ADMINIS-","SERVICES &","","RECORDS &","","","","SOCIAL","OTHER","ANES-","NURSING","SALARY &","PROGRAM","EDUCATION",""
"HHA COST CENTER","FIXTURES","EQUIPMENT","BENEFITS","","GENERAL","REPAIRS","OF PLANT","","","HHA COST CENTER","SERVICE","KEEPING","DIETARY","CAFETERIA","PERSONNEL","TRATION","SUPPLY","PHARMACY","LIBRARY","","","HHA COST CENTER","SERVICE","GENERAL","THETISTS","SCHOOL","FRINGES","COSTS","(SPECIFY)",""
"","(SQUARE","(DOLLAR","(GROSS","RECONCIL-","(ACCUM.","(SQUARE","(SQUARE","","","","(POUNDS OF","(HOURS OF","(MEALS","(MEALS","(NUMBER","(DIRECT","(COSTED","(COSTED","(TIME","","","","(TIME","SERVICE","(ASSIGNED","(ASSIGNED","(ASSIGNED","(ASSIGNED","(ASSIGNED",""
"","FEET)","VALUE)","SALARIES)","IATION","COST)","FEET)","FEET)","","","","LAUNDRY)","SERVICE)","SERVED)","SERVED)","HOUSED)","NURS. HRS)","REQUIS.)","REQUIS.)","SPENT)","","","","SPENT)","(SPECIFY)","TIME)","TIME)","TIME)","TIME)","TIME)",""
"","1","2","4","4A","5","6","7","","","","8","9","10","11","12","13","14","15","16","","","","17","18","19","20","21","22","23",""
" Administrative and General","","","","","","","","1","1"," Administrative and General","","","","","","","","","","1","1"," Administrative and General","","","","","","","","1"
" Skilled Nursing Care","","","","","","","","2","2"," Skilled Nursing Care","","","","","","","","","","2","2"," Skilled Nursing Care","","","","","","","","2"
" Physical Therapy","","","","","","","","3","3"," Physical Therapy","","","","","","","","","","3","3"," Physical Therapy","","","","","","","","3"
" Occupational Therapy","","","","","","","","4","4"," Occupational Therapy","","","","","","","","","","4","4"," Occupational Therapy","","","","","","","","4"
" Speech Pathology","","","","","","","","5","5"," Speech Pathology","","","","","","","","","","5","5"," Speech Pathology","","","","","","","","5"
" Medical Social Services","","","","","","","","6","6"," Medical Social Services","","","","","","","","","","6","6"," Medical Social Services","","","","","","","","6"
" Home Health Aide","","","","","","","","7","7"," Home Health Aide","","","","","","","","","","7","7"," Home Health Aide","","","","","","","","7"
" Supplies","","","","","","","","8","8"," Supplies","","","","","","","","","","8","8"," Supplies","","","","","","","","8"
" Drugs","","","","","","","","9","9"," Drugs","","","","","","","","","","9","9"," Drugs","","","","","","","","9"
" DME","","","","","","","","10","10"," DME","","","","","","","","","","10","10"," DME","","","","","","","","10"
" Home Dialysis Aide Services","","","","","","","","11","11"," Home Dialysis Aide Services","","","","","","","","","","11","11"," Home Dialysis Aide Services","","","","","","","","11"
" Respiratory Therapy","","","","","","","","12","12"," Respiratory Therapy","","","","","","","","","","12","12"," Respiratory Therapy","","","","","","","","12"
" Private Duty Nursing","","","","","","","","13","13"," Private Duty Nursing","","","","","","","","","","13","13"," Private Duty Nursing","","","","","","","","13"
" Clinic","","","","","","","","14","14"," Clinic","","","","","","","","","","14","14"," Clinic","","","","","","","","14"
" Health Promotion Activities","","","","","","","","15","15"," Health Promotion Activities","","","","","","","","","","15","15"," Health Promotion Activities","","","","","","","","15"
" Day Care Program","","","","","","","","16","16"," Day Care Program","","","","","","","","","","16","16"," Day Care Program","","","","","","","","16"
" Home Delivered Meals Program","","","","","","","","17","17"," Home Delivered Meals Program","","","","","","","","","","17","17"," Home Delivered Meals Program","","","","","","","","17"
" Homemaker Service","","","","","","","","18","18"," Homemaker Service","","","","","","","","","","18","18"," Homemaker Service","","","","","","","","18"
" All Others","","","","","","","","19","19"," All Others","","","","","","","","","","19","19"," All Others","","","","","","","","19"
" Totals (sum of lines 1-19)","","","","","","","","20","20"," Totals (sum of lines 1-19)","","","","","","","","","","20","20"," Totals (sum of lines 1-19)","","","","","","","","20"
" Total cost to be allocated","","","","","","","","21","21"," Total cost to be allocated","","","","","","","","","","21","21"," Total cost to be allocated","","","","","","","","21"
" Unit Cost Multiplier","","","","","","","","22","22"," Unit Cost Multiplier","","","","","","","","","","22","22"," Unit Cost Multiplier","","","","","","","","22"
 ,"Entity[558727] Report(H210002[00100])","Entity[558727] Report(H210002[00200])", ,"Entity[558727] Report(H210002[00400])", ,"Entity[558727] Report(H210002[00600])","Entity[558727] Report(H210002[00700])", , , ,"Entity[558727] Report(H210002[01100])", ,"Entity[558727] Report(H210002[01300])","Entity[558727] Report(H210002[01400])", ,"Entity[558727] Report(H210002[01600])", ,"Entity[558727] Report(H210002[01800])", 
 ,"23805","190884", ,"19125483", ,"23805","23805", , , ,"310", ,"63","171909", ,"79074743", ,"79074743", 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 ,"23805","190884", ,"19125483", ,"23805","23805", , , ,"310", ,"63","171909", ,"79074743", ,"79074743", 
 ,"225055","266881", ,"4402629", ,"155072","497562", , , ,"72251", ,"558578","113027", ,"135376", ,"37719", 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
"----------------","----------------","----------------","----------------","----------------", , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , , , , , 
"----------"," Entity 558727"," Report H310181 ","-------------","-------------","-----------","", , , , , , , , , , , , , 
"PART I - COMPUTATION OF THE AGGREGATE PROGRAM COST","","","","","","","","","","","","","","", , , , , 
"Cost Per Visit Computation","","","","","","","","","Program Visits","","","Cost of Services","","", , , , , 
"","\"From","\"","Facility","Shared","","","Average","","                    Part B","","","                    Part B","","","", , , , 
"","Wkst.","Costs","Ancillary","Total","","Cost","","Not","","","Not","","Total","", , , , , 
"","\"H-2","\"","(from","Costs","HHA","","Per Visit","","Subject to","Subject to","","Subject to","Subject to","Program Cost","", , , , 
"Patient Services","\"Part I","\"","\"Wkst. H-2","\"","(from","Costs","Total","(col. 3 ","","Deductibles ","Deductibles ","","Deductibles ","Deductibles ","(sum of","", , , 
"","\"col. 28","\"","Part I)","Part II)","(cols. 1 + 2)","Visits","� col. 4)","Part A","& Coinsurance","& Coinsurance","Part A","& Coinsurance","& Coinsurance","cols. 9-10)","", , , , 
"","line","1","2","3","4","5","6","7","8","9","10","11","12","", , , , , 
"Skilled Nursing Care","2","","","","","","","","","","","","","1", , , , , 
"Physical Therapy","3","","","","","","","","","","","","","2", , , , , 
"Occupational Therapy","4","","","","","","","","","","","","","3", , , , , 
"Speech Pathology","5","","","","","","","","","","","","","4", , , , , 
"Medical Social Services","6","","","","","","","","","","","","","5", , , , , 
"Home Health Aide","7","","","","","","","","","","","","","6", , , , , 
"Total (sum of lines 1-6)","","","","","","","","","","","","","","7", , , , , 
"Limitation Cost Computation","","","","","","","","","","","Program Visits","","","", , , , , 
"","","","","","","","","","","","","                    Part B","","", , , , , 
"","","","","","","","","","","","","Not Subject to","Subject to","", , , , , 
"Patient Services","","","","","","","","","","CBSA","","Deductibles ","Deductibles ","", , , , , 
"","","","","","","","","","","No. (1)","Part A","& Coinsurance","& Coinsurance","", , , , , 
"","","","","","","","","","","1","2","3","4","", , , , , 
" Skilled Nursing Care","","","","","","","","","",""," "," ","","8", , , , , 
" Physical Therapy","","","","","","","","","","","","","","9", , , , , 
" Occupational Therapy","","","","","","","","","","","","","","10", , , , , 
" Speech Pathology","","","","","","","","","","","","","","11", , , , , 
" Medical Social Services","","","","","","","","","","","","","","12", , , , , 
" Home Health Aide","","","","","","","","","","","","","","13", , , , , 
" Total (sum of lines 8-13)","","","","","","","","","","","","","","14", , , , , 
"","","","","","","","","","","","","","","", , , , , 
"","","","","","","","","","","","","","","", , , , , 
"","","","","","","","","","","","","","","", , , , , 
"Supplies and Drugs Cost","","","","","","","","","                  Program Covered Charges","","","","Cost of Services","", , , , , 
"Computations","","","","Facility","Shared","","","","","                    Part B","","","Part B","", , , , , 
"","","From","Costs","Ancillary","Total","Total","","","Not","","","Not","","", , , , , 
