"2"," Capital Related-Movable Equipment","","","","","","","","","2"
"3"," Plant Operation & Maintenance","","","","","","","","","3"
"4"," Transportation (see instructions)","","","","","","","","","4"
"5"," Administrative and General","","","","","","","","","5"
""," HHA REIMBURSABLE SERVICES","","","","","","","","",""
"6"," Skilled Nursing Care","","","","","","","","","6"
"7"," Physical Therapy","","","","","","","","","7"
"8"," Occupational Therapy","","","","","","","","","8"
"9"," Speech Pathology","","","","","","","","","9"
"10"," Medical Social Services","","","","","","","","","10"
"11"," Home Health Aide","","","","","","","","","11"
"12"," Supplies (see instructions)","","","","","","","","","12"
"13"," Drugs","","","","","","","","","13"
"14"," DME","","","","","","","","","14"
""," HHA NONREIMBURSABLE SERVICES","","","","","","","","",""
"15"," Home Dialysis Aide Services","","","","","","","","","15"
"16"," Respiratory Therapy","","","","","","","","","16"
"17"," Private Duty Nursing","","","","","","","","","17"
"18"," Clinic","","","","","","","","","18"
"19"," Health Promotion Activities","","","","","","","","","19"
"20"," Day Care Program","","","","","","","","","20"
"21"," Home Delivered Meals Program","","","","","","","","","21"
"22"," Homemaker Service","","","","","","","","","22"
"23"," All Others","","","","","","","","","23"
"24"," Total (sum of lines 1-23)","","","","","","","","","24"
"25","\" Cost To Be Allocated (per Worksheet H-1"," Part I)\"","","","","","","","","","25"
"26"," Unit Cost Multiplier","","","","","","","","","26"
"Entity[565497] Report(H110002)", , , , , ,"Entity[565497] Report(H110002[00500])"
"Line(00500)", , , , , ,"5896536"
"Line(00600)", , , , , ,"4246424"
"Line(00700)", , , , , ,"1049998"
"Line(00800)", , , , , ,"275500"
"Line(00900)", , , , , ,"18512"
"Line(01000)", , , , , ,"74930"
"Line(01100)", , , , , ,"231172"
"Line(02400)", , , , , ,"5896536"
"Line(02500)", , , , , ,"1726516"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 565497"," Report H11002* ","-------------","-------------","-----------",""
"","----","NO HEADER "," -------- ","NO HEADER"," ------- ","","","","","",""
"Entity[565497] Report(H11002*)", ,"Entity[565497] Report(H11002*[00100])","Entity[565497] Report(H11002*[00200])","Entity[565497] Report(H11002*[00300])","Entity[565497] Report(H11002*[00400])","Entity[565497] Report(H11002*[00500])"
"Line(00100)", ,"CAPITAL","CAPITAL","PLANT","TRANS-","ADMINIS-"
"Line(00200)", ,"BLDGS &","MOVABLE","OPER. &","PORTAT-","TRATIVE &"
"Line(00300)", ,"FIXTURES","EQUIPMENT","MAINT.","ION","GENERAL"
"Line(00400)", ,"SQUARE","DOLLAR","SQUARE","MILEAGE","ACCUM."
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 565497"," Report H210001 ","-------------","-------------","-----------",""
"","","From","HHA","RELATED COSTS","","","","","","","","","","","","","","","","","","","","","NON-","","","","","","","","","RESIDENT","","ALLOCATED","",""
"","HHA COST CENTER","Wkst. H-1","TRIAL"," "," ","","","ADMINIS-","MAIN-","","LAUNDRY","","","HHA COST CENTER","","","","MAIN-","NURSING","CENTRAL","","MEDICAL","","OTHER","PHYSICIAN","","","HHA COST CENTER","","INTERNS & RESIDENTS","","PARAMEDICAL","SUBTOTAL","COST & POST","","HHA","",""
"","(omit cents)","\"Part I","\"","BALANCE","BLDGS. &","MOVABLE","EMPLOYEE","SUBTOTAL","TRATIVE &","TENANCE &","OPERATION","& LINEN","","","(omit cents)","HOUSE"," ","","TENANCE OF","ADMINIS-","SERVICES &","","RECORDS &","SOCIAL","GENERAL","ANES-","","","(omit cents)","NURSING","SALARY AND","PROGRAM","EDUCATION","(sum of cols.","STEPDOWN","SUBTOTAL","A&G (see","TOTAL",""
"","","\"col. 6","\"","-1","FIXTURES","EQUIPMENT","BENEFITS","(cols. 0-4)","GENERAL","REPAIRS","OF PLANT","SERVICE","","","","KEEPING","DIETARY","CAFETERIA","PERSONNEL","TRATION","SUPPLY","PHARMACY","LIBRARY","SERVICE","SERVICE","THETISTS","","","","SCHOOL","FRINGES","COSTS","(SPECIFY)","4a-23)","ADJUSTMENTS","(cols. 23 � 24)","Part II)","HHA COSTS",""
"","","line","0","1","2","4","4A","5","6","7","8","","","","9","10","11","12","13","14","15","16","17","18","19","","","","20","21","22","23","24","25","26","27","28",""
"1"," Administrative and General","5","","","","","","","","","","1","1"," Administrative and General","","","","","","","","","","","","1","1"," Administrative and General","","","","","","","","","","1"
"2"," Skilled Nursing Care","6","","","","","","","","","","2","2"," Skilled Nursing Care","","","","","","","","","","","","2","2"," Skilled Nursing Care","","","","","","","","","","2"
"3"," Physical Therapy","7","","","","","","","","","","3","3"," Physical Therapy","","","","","","","","","","","","3","3"," Physical Therapy","","","","","","","","","","3"
"4"," Occupational Therapy","8","","","","","","","","","","4","4"," Occupational Therapy","","","","","","","","","","","","4","4"," Occupational Therapy","","","","","","","","","","4"
"5"," Speech Pathology","9","","","","","","","","","","5","5"," Speech Pathology","","","","","","","","","","","","5","5"," Speech Pathology","","","","","","","","","","5"
"6"," Medical Social Services","10","","","","","","","","","","6","6"," Medical Social Services","","","","","","","","","","","","6","6"," Medical Social Services","","","","","","","","","","6"
"7"," Home Health Aide","11","","","","","","","","","","7","7"," Home Health Aide","","","","","","","","","","","","7","7"," Home Health Aide","","","","","","","","","","7"
"8"," Supplies","12","","","","","","","","","","8","8"," Supplies","","","","","","","","","","","","8","8"," Supplies","","","","","","","","","","8"
"9"," Drugs","13","","","","","","","","","","9","9"," Drugs","","","","","","","","","","","","9","9"," Drugs","","","","","","","","","","9"
"10"," DME","14","","","","","","","","","","10","10"," DME","","","","","","","","","","","","10","10"," DME","","","","","","","","","","10"
"11"," Home Dialysis Aide Services","15","","","","","","","","","","11","11"," Home Dialysis Aide Services","","","","","","","","","","","","11","11"," Home Dialysis Aide Services","","","","","","","","","","11"
"12"," Respiratory Therapy","16","","","","","","","","","","12","12"," Respiratory Therapy","","","","","","","","","","","","12","12"," Respiratory Therapy","","","","","","","","","","12"
"13"," Private Duty Nursing","17","","","","","","","","","","13","13"," Private Duty Nursing","","","","","","","","","","","","13","13"," Private Duty Nursing","","","","","","","","","","13"
"14"," Clinic","18","","","","","","","","","","14","14"," Clinic","","","","","","","","","","","","14","14"," Clinic","","","","","","","","","","14"
"15"," Health Promotion Activities","19","","","","","","","","","","15","15"," Health Promotion Activities","","","","","","","","","","","","15","15"," Health Promotion Activities","","","","","","","","","","15"
"16"," Day Care Program","20","","","","","","","","","","16","16"," Day Care Program","","","","","","","","","","","","16","16"," Day Care Program","","","","","","","","","","16"
"17"," Home Delivered Meals Program","21","","","","","","","","","","17","17"," Home Delivered Meals Program","","","","","","","","","","","","17","17"," Home Delivered Meals Program","","","","","","","","","","17"
"18"," Homemaker Service","22","","","","","","","","","","18","18"," Homemaker Service","","","","","","","","","","","","18","18"," Homemaker Service","","","","","","","","","","18"
"19"," All Others","23","","","","","","","","","","19","19"," All Others","","","","","","","","","","","","19","19"," All Others","","","","","","","","","","19"
"20"," Totals (sum of lines 1-19) (2)","","","","","","","","","","","20","20"," Totals (sum of lines 1-19) (2)","","","","","","","","","","","","20","20"," Totals (sum of lines 1-19) (2)","","","","","","","","","","20"
"21","\" Unit Cost Multiplier: column 26"," line 1 divided by the sum of column 26"," line 20 \"","","","","","","","","","","","21","21","\" Unit Cost Multiplier: column 26"," line 1 divided by the sum of column 26"," line 20 \"","","","","","","","","","","","","21","21","\" Unit Cost Multiplier: column 26"," line 1 divided by the sum of column 26"," line 20 \"","","","","","","","","","","21"
"","\" minus column 26"," line 1"," rounded to 6 decimal places.\"","","","","","","","","","","","","","\" minus column 26"," line 1"," rounded to 6 decimal places.\"","","","","","","","","","","","","","","\" minus column 26"," line 1"," rounded to 6 decimal places.\"","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","\"(1) Column 0"," line 20 must agree with Wkst. A"," column 7"," line 101.\"","","","","","","","","","","","","","\"(2) Columns 0 through 26"," line 20 must agree with the corresponding columns of Wkst. B"," Part I"," line 101.\"","","","","","","","","","","","","","","\"(2) Columns 0 through 26"," line 20 must agree with the corresponding columns of Wkst. B"," Part I"," line 101.\"","","","","","","","","","",""
"","\"(2) Columns 0 through 26"," line 20 must agree with the corresponding columns of Wkst. B"," Part I"," line 101.\"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Entity[565497] Report(H210001)","Entity[565497] Report(H210001[00000])","Entity[565497] Report(H210001[00100])", , ,"Entity[565497] Report(H210001[00400])", , ,"Entity[565497] Report(H210001[00700])", ,"Entity[565497] Report(H210001[00900])", ,"Entity[565497] Report(H210001[01100])", ,"Entity[565497] Report(H210001[01300])","Entity[565497] Report(H210001[01400])","Entity[565497] Report(H210001[01500])", , , , , , , , ,"Entity[565497] Report(H210001[02400])", ,"Entity[565497] Report(H210001[02600])","Entity[565497] Report(H210001[02700])","Entity[565497] Report(H210001[02800])"
"Line(00100)", ,"68611", , ,"152907", , , , , , , , , , , , , , , , , , , ,"265379", ,"265379"
"Line(00200)","3366571", , , ,"409821", , ,"95264", ,"360", ,"5298", ,"59194","713","718", , , , , , , , ,"4799686", ,"4799686","189057","4988743"
"Line(00300)","832441", , , ,"97526", , ,"47957", ,"181", ,"3378", ,"29737","359","361", , , , , , , , ,"1246427", ,"1246427","49097","1295524"
"Line(00400)","218417", , , ,"26891", , ,"847", ,"3", ,"59", ,"518","6","6", , , , , , , , ,"301451", ,"301451","11874","313325"
"Line(00500)","14676", , , ,"914", , ,"4858", ,"19", ,"343", ,"2986","36","37", , , , , , , , ,"30598", ,"30598","1205","31803"
"Line(00600)","59405", , , ,"6128", , ,"734", ,"3", ,"51", ,"438","6","6", , , , , , , , ,"80599", ,"80599","3175","83774"
"Line(00700)","183274", , , ,"21129", , ,"12144", ,"45", ,"855", ,"7524","91","92", , , , , , , , ,"276655", ,"276655","10897","287552"
"Line(00800)", , , , , , , , , , , , , , , , , , , , , , , , ,"1881", ,"1881","74","1955"
"Line(02000)","4674784","68611", , ,"715316", , ,"161804", ,"611", ,"9984", ,"100397","1211","1220", , , , , , , , ,"7002676", ,"7002676","265379","7002676"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 565497"," Report H210002 ","-------------","-------------","-----------",""
"","","RELATED COST","","","","ADMINIS-","MAIN-","","","","","LAUNDRY","","","","MAIN-","NURSING","CENTRAL","","MEDICAL","","","","","","PHYSICIAN","","INTERNS & RESIDENTS","","MEDICAL",""
"","","BLDGS. &","MOVABLE","EMPLOYEE","","TRATIVE &","TENANCE &","OPERATION","","","","& LINEN","HOUSE-"," ","","TENANCE OF","ADMINIS-","SERVICES &","","RECORDS &","","","","SOCIAL","OTHER","ANES-","NURSING","SALARY &","PROGRAM","EDUCATION",""
"","HHA COST CENTER","FIXTURES","EQUIPMENT","BENEFITS","","GENERAL","REPAIRS","OF PLANT","","","HHA COST CENTER","SERVICE","KEEPING","DIETARY","CAFETERIA","PERSONNEL","TRATION","SUPPLY","PHARMACY","LIBRARY","","","HHA COST CENTER","SERVICE","GENERAL","THETISTS","SCHOOL","FRINGES","COSTS","(SPECIFY)",""
"","","(SQUARE","(DOLLAR","(GROSS","RECONCIL-","(ACCUM.","(SQUARE","(SQUARE","","","","(POUNDS OF","(HOURS OF","(MEALS","(MEALS","(NUMBER","(DIRECT","(COSTED","(COSTED","(TIME","","","","(TIME","SERVICE","(ASSIGNED","(ASSIGNED","(ASSIGNED","(ASSIGNED","(ASSIGNED",""
"","","FEET)","VALUE)","SALARIES)","IATION","COST)","FEET)","FEET)","","","","LAUNDRY)","SERVICE)","SERVED)","SERVED)","HOUSED)","NURS. HRS)","REQUIS.)","REQUIS.)","SPENT)","","","","SPENT)","(SPECIFY)","TIME)","TIME)","TIME)","TIME)","TIME)",""
"","","1","2","4","4A","5","6","7","","","","8","9","10","11","12","13","14","15","16","","","","17","18","19","20","21","22","23",""
"1"," Administrative and General","","","","","","","","1","1"," Administrative and General","","","","","","","","","","1","1"," Administrative and General","","","","","","","","1"
"2"," Skilled Nursing Care","","","","","","","","2","2"," Skilled Nursing Care","","","","","","","","","","2","2"," Skilled Nursing Care","","","","","","","","2"
"3"," Physical Therapy","","","","","","","","3","3"," Physical Therapy","","","","","","","","","","3","3"," Physical Therapy","","","","","","","","3"
"4"," Occupational Therapy","","","","","","","","4","4"," Occupational Therapy","","","","","","","","","","4","4"," Occupational Therapy","","","","","","","","4"
"5"," Speech Pathology","","","","","","","","5","5"," Speech Pathology","","","","","","","","","","5","5"," Speech Pathology","","","","","","","","5"
"6"," Medical Social Services","","","","","","","","6","6"," Medical Social Services","","","","","","","","","","6","6"," Medical Social Services","","","","","","","","6"
"7"," Home Health Aide","","","","","","","","7","7"," Home Health Aide","","","","","","","","","","7","7"," Home Health Aide","","","","","","","","7"
"8"," Supplies","","","","","","","","8","8"," Supplies","","","","","","","","","","8","8"," Supplies","","","","","","","","8"
"9"," Drugs","","","","","","","","9","9"," Drugs","","","","","","","","","","9","9"," Drugs","","","","","","","","9"
"10"," DME","","","","","","","","10","10"," DME","","","","","","","","","","10","10"," DME","","","","","","","","10"
"11"," Home Dialysis Aide Services","","","","","","","","11","11"," Home Dialysis Aide Services","","","","","","","","","","11","11"," Home Dialysis Aide Services","","","","","","","","11"
"12"," Respiratory Therapy","","","","","","","","12","12"," Respiratory Therapy","","","","","","","","","","12","12"," Respiratory Therapy","","","","","","","","12"
"13"," Private Duty Nursing","","","","","","","","13","13"," Private Duty Nursing","","","","","","","","","","13","13"," Private Duty Nursing","","","","","","","","13"
"14"," Clinic","","","","","","","","14","14"," Clinic","","","","","","","","","","14","14"," Clinic","","","","","","","","14"
"15"," Health Promotion Activities","","","","","","","","15","15"," Health Promotion Activities","","","","","","","","","","15","15"," Health Promotion Activities","","","","","","","","15"
"16"," Day Care Program","","","","","","","","16","16"," Day Care Program","","","","","","","","","","16","16"," Day Care Program","","","","","","","","16"
"17"," Home Delivered Meals Program","","","","","","","","17","17"," Home Delivered Meals Program","","","","","","","","","","17","17"," Home Delivered Meals Program","","","","","","","","17"
"18"," Homemaker Service","","","","","","","","18","18"," Homemaker Service","","","","","","","","","","18","18"," Homemaker Service","","","","","","","","18"
"19"," All Others","","","","","","","","19","19"," All Others","","","","","","","","","","19","19"," All Others","","","","","","","","19"
"20"," Totals (sum of lines 1-19)","","","","","","","","20","20"," Totals (sum of lines 1-19)","","","","","","","","","","20","20"," Totals (sum of lines 1-19)","","","","","","","","20"
"21"," Total cost to be allocated","","","","","","","","21","21"," Total cost to be allocated","","","","","","","","","","21","21"," Total cost to be allocated","","","","","","","","21"
"22"," Unit Cost Multiplier","","","","","","","","22","22"," Unit Cost Multiplier","","","","","","","","","","22","22"," Unit Cost Multiplier","","","","","","","","22"
"Entity[565497] Report(H210002)", ,"Entity[565497] Report(H210002[00100])", , ,"Entity[565497] Report(H210002[00400])", ,"Entity[565497] Report(H210002[00600])","Entity[565497] Report(H210002[00700])", ,"Entity[565497] Report(H210002[00900])", ,"Entity[565497] Report(H210002[01100])", ,"Entity[565497] Report(H210002[01300])","Entity[565497] Report(H210002[01400])","Entity[565497] Report(H210002[01500])"
"Line(00100)", ,"5729", , ,"769949"
"Line(00200)", , , , ,"2063615", ,"3373","3373", ,"222", ,"55187", ,"1487","2072","2991"
"Line(00300)", , , , ,"491080", ,"1698","1698", ,"112", ,"35173", ,"747","1043","1504"
"Line(00400)", , , , ,"135405", ,"30","30", ,"2", ,"610", ,"13","18","26"
"Line(00500)", , , , ,"4603", ,"172","172", ,"12", ,"3568", ,"75","106","153"
"Line(00600)", , , , ,"30855", ,"26","26", ,"2", ,"528", ,"11","16","23"
"Line(00700)", , , , ,"106393", ,"430","430", ,"28", ,"8902", ,"189","264","381"
"Line(00800)"
"Line(02000)", ,"5729", , ,"3601900", ,"5729","5729", ,"378", ,"103968", ,"2522","3519","5078"
"Line(02100)", ,"68611", , ,"715316", , ,"161804", ,"611", ,"9984", ,"100397","1211","1220"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 565497"," Report H310181 ","-------------","-------------","-----------",""
"","PART I - COMPUTATION OF THE AGGREGATE PROGRAM COST","","","","","","","","","","","","","",""
"","Cost Per Visit Computation","","","","","","","","","Program Visits","","","Cost of Services","",""
"","","\"From","\"","Facility","Shared","","","Average","","                    Part B","","","                    Part B","","",""
"","","Wkst.","Costs","Ancillary","Total","","Cost","","Not","","","Not","","Total",""
"","","\"H-2","\"","(from","Costs","HHA","","Per Visit","","Subject to","Subject to","","Subject to","Subject to","Program Cost",""
"","Patient Services","\"Part I","\"","\"Wkst. H-2","\"","(from","Costs","Total","(col. 3 ","","Deductibles ","Deductibles ","","Deductibles ","Deductibles ","(sum of",""
"","","\"col. 28","\"","Part I)","Part II)","(cols. 1 + 2)","Visits","� col. 4)","Part A","& Coinsurance","& Coinsurance","Part A","& Coinsurance","& Coinsurance","cols. 9-10)",""
"","","line","1","2","3","4","5","6","7","8","9","10","11","12",""
"1","Skilled Nursing Care","2","","","","","","","","","","","","","1"
"2","Physical Therapy","3","","","","","","","","","","","","","2"
"3","Occupational Therapy","4","","","","","","","","","","","","","3"
"4","Speech Pathology","5","","","","","","","","","","","","","4"
"5","Medical Social Services","6","","","","","","","","","","","","","5"
"6","Home Health Aide","7","","","","","","","","","","","","","6"
"7","Total (sum of lines 1-6)","","","","","","","","","","","","","","7"
"","Limitation Cost Computation","","","","","","","","","","","Program Visits","","",""
"","","","","","","","","","","","","","                    Part B","",""
"","","","","","","","","","","","","","Not Subject to","Subject to",""
"","Patient Services","","","","","","","","","","CBSA","","Deductibles ","Deductibles ",""
"","","","","","","","","","","","No. (1)","Part A","& Coinsurance","& Coinsurance",""
"","","","","","","","","","","","1","2","3","4",""
"8"," Skilled Nursing Care","","","","","","","","","",""," "," ","","8"
"9"," Physical Therapy","","","","","","","","","","","","","","9"
"10"," Occupational Therapy","","","","","","","","","","","","","","10"
"11"," Speech Pathology","","","","","","","","","","","","","","11"
"12"," Medical Social Services","","","","","","","","","","","","","","12"
"13"," Home Health Aide","","","","","","","","","","","","","","13"
"14"," Total (sum of lines 8-13)","","","","","","","","","","","","","","14"
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","",""
"","Supplies and Drugs Cost","","","","","","","","","                  Program Covered Charges","","","","Cost of Services",""
"","Computations","","","","Facility","Shared","","","","","                    Part B","","","Part B",""
"","","","From","Costs","Ancillary","Total","Total","","","Not","","","Not","",""
"","","","Wkst. H-2","(from ","Costs","HHA","Charges","Ratio","","Subject to","Subject to","","Subject to","Subject to",""
"","Other Patient Services","","\"Part I","\"","\"Wkst. H-2","\"","(from","Costs","(from HHA","(col. 3","","Deductibles ","Deductibles ","","Deductibles ","Deductibles ",""
"","","","\"col. 28","\"","Part I)","Part II)","(cols. 1 + 2)","Record)","� col. 4)","Part A","& Coinsurance","& Coinsurance","Part A","& Coinsurance","& Coinsurance",""
"","","","line","1","2","3","4","5","6","7","8","9","10","11",""
"15"," Cost of Medical Supplies","","8","","","","","","","","","","","","15"
"16"," Cost of Drugs","","9","","","","","","","","","","","","16"
"Entity[565497] Report(H310181)", ,"Entity[565497] Report(H310181[00100])","Entity[565497] Report(H310181[00200])","Entity[565497] Report(H310181[00300])","Entity[565497] Report(H310181[00400])","Entity[565497] Report(H310181[00500])","Entity[565497] Report(H310181[00600])","Entity[565497] Report(H310181[00700])", ,"Entity[565497] Report(H310181[00900])","Entity[565497] Report(H310181[01000])", ,"Entity[565497] Report(H310181[01200])"
"Line(00100)", ,"4988743", ,"4988743","14783","337","1718","6377", ,"579756","2151982", ,"2731738"
"Line(00200)", ,"1295524","372766","1668290","4687","356","669","2318", ,"238124","825069", ,"1063193"
"Line(00300)", ,"313325","92904","406229","1345","302","177","692", ,"53459","209005", ,"262464"
"Line(00400)", ,"31803","29551","61354","65","944","4","39", ,"3776","36812", ,"40588"
"Line(00500)", ,"83774", ,"83774","80","1047","5","56", ,"5236","58642", ,"63878"
"Line(00600)", ,"287552", ,"287552","1454","198","124","1010", ,"24523","199748", ,"224271"
"Line(00700)", ,"7000721","495221","7495942","22414", ,"2697","10492", ,"904874","3481258", ,"4386132"
"Line(00800)", ,"16974","1718","6377"
"Line(00900)", ,"16974","669","2318"
"Line(01000)", ,"16974","177","692"
"Line(01100)", ,"16974","4","39"
"Line(01200)", ,"16974","5","56"
"Line(01300)", ,"16974","124","1010"
"Line(01400)", , ,"2697","10492"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
