"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 562588"," Report A000000 ","-------------","-------------","-----------",""
"Line(05200)","05200DELIVERY ROOM & LABOR ROOM","3017751","3010699","6028450","-1887136","4141314", ,"4141314"
"Line(05300)","05300ANESTHESIOLOGY","37960402","12478624","50439026","-8706567","41732459","-34835455","6897004"
"Line(05301)","05301CHILDRENS ANESTHESIOLOGY","3740618","1876232","5616850","-977065","4639785","-4268329","371456"
"Line(05400)","05400RADIOLOGY-DIAGNOSTIC","23117572","26215516","49333088","-16568343","32764745","-15723938","17040807"
"Line(05413)","05413CHILDRENS RADIOLOGY - DIAGNOSTI","775239","1299765","2075004","-498696","1576308","-122","1576186"
"Line(05500)","05500RADIOLOGY-THERAPEUTIC","5322595","5522128","10844723","-2950559","7894164","-3084654","4809510"
"Line(05600)","05600RADIOISOTOPE","1351068","2566919","3917987","-1842558","2075429","-843116","1232313"
"Line(05601)","05602RADIOISOTOPE","13142","82206","95348","-53462","41886", ,"41886"
"Line(05700)","05700CT SCAN","1249011","5079752","6328763","-584479","5744284","-11","5744273"
"Line(05701)","05701CHILDRENS CT SCAN","297813","322445","620258","-71423","548835", ,"548835"
"Line(05800)","05800MRI","1210397","4141616","5352013","-1459501","3892512","-17","3892495"
"Line(05801)","05801CHILDRENS (MRI)","208760","492433","701193","-117959","583234", ,"583234"
"Line(05900)","05900CARDIAC CATHETERIZATION","3442862","9450149","12893011","-5076432","7816579","-2589937","5226642"
"Line(06000)","06000LABORATORY","7839915","15035476","22875391","-5523409","17351982","-9593199","7758783"
"Line(06005)","06005ANATOMIC PATHOLOGY","8860013","10436328","19296341","-5335904","13960437","-5675681","8284756"
"Line(06006)","06006HISTOCOMPATABILITY","254913","424252","679165","-223298","455867","-356","455511"
"Line(06016)","06016CHILDRENS LABORATORY","1054450","2022422","3076872","-595761","2481111","-17","2481094"
"Line(06300)","06300BLOOD STORING  PROCESSING & TRA","4508392","6288799","10797191","-6125710","4671481","-253510","4417971"
"Line(06301)","06301CHILDREN BLOOD", ,"72728","72728","-305","72423", ,"72423"
"Line(06400)","06400INTRAVENOUS THERAPY","1586621","16524797","18111418","-12771209","5340209","-6860","5333349"
"Line(06401)","06401CHILDRENS INTRAVENOUS THERAPY"
"Line(06500)","06500RESPIRATORY THERAPY","9612742","11658396","21271138","-8366563","12904575","-7813477","5091098"
"Line(06501)","06501PULMONARY LAB","353940","358387","712327","-331746","380581","-6145","374436"
"Line(06502)","06502CHILDRENS RESPIRATORY THERAPY","1047411","1013082","2060493","-473562","1586931","-379","1586552"
"Line(06600)","06600PHYSICAL THERAPY","3682408","4107705","7790113","-4478453","3311660","-9122","3302538"
"Line(06602)","06602CHILDRENS PHYSICAL THERAPY","214691","124342","339033","-57485","281548","-39","281509"
"Line(06700)","06700OCCUPATIONAL THERAPY","1227286","865170","2092456","-1087414","1005042","-58","1004984"
"Line(06701)","06701OCCUPATIONAL THERAPY-KILLEEN"
"Line(06702)","06702CHILDRENS OCCUPATIONAL THERAPY","190027","125811","315838","-50642","265196","-9","265187"
"Line(06800)","06800SPEECH PATHOLOGY","761746","391652","1153398","-167798","985600","-797","984803"
"Line(06802)","06802AUDIOLOGY","537115","1240887","1778002","-778740","999262","-99790","899472"
"Line(06803)","06804CHILDRENS SPEECH PATHOLOGY","64911","37848","102759","-16007","86752","-146","86606"
"Line(06900)","06900ELECTROCARDIOLOGY","639489","1108688","1748177","-1850808","-102631", ,"-102631"
"Line(06901)","06901ELECTROCARDIOLOGY-SF", ,"3166","3166","-1851","1315", ,"1315"
"Line(07000)","07000ELECTROENCEPHALOGRAPHY","5674001","4143471","9817472","-2537824","7279648","-4017554","3262094"
"Line(07001)","07001ELECTROENCEPHALOGRAPHY-SF"
"Line(07100)","07100MEDICAL SUPPLIES CHARGED TO PAT", ,"39661990","39661990","23973633","63635623", ,"63635623"
"Line(07101)","07101CHILDRENS MED SUPP CHARGED TO P", ,"2936831","2936831","1193120","4129951", ,"4129951"
"Line(07200)","07200IMPL. DEV. CHARGED TO PATIENTS", , , ,"24585466","24585466", ,"24585466"
"Line(07201)","07201IMPL DEV CHARGED TO PT- CHILDRE", , , ,"882259","882259", ,"882259"
"Line(07300)","07300DRUGS CHARGED TO PATIENTS", , , ,"61071500","61071500","-9532438","51539062"
"Line(07301)","07301CHILDRENS DRUGS CHARGED TO PATI", , , ,"3333048","3333048","-1835848","1497200"
"Line(07302)","07302340B DRUGS", , , ,"6053132","6053132","-6053132"
"Line(07400)","07400RENAL DIALYSIS","5598790","10713944","16312734","-10362860","5949874","-5874","5944000"
"Line(07600)","03020GROUP AND CREATIVE THERAPY"
"Line(07602)","03022CARDIAC REHAB","165527","110973","276500","-147155","129345","-3522","125823"
"Line(09000)","09000CLINIC","103699742","81625444","185325186","-60358772","124966414","-98764416","26201998"
"Line(09001)","09001CLINIC-KILLEEN","5598981","4790843","10389824","-3407583","6982241","-4350143","2632098"
"Line(09002)","09002CLINIC-FPC","1495558","1079246","2574804","-1034708","1540096","-1175366","364730"
"Line(09003)","09003CLINIC-NORTHSIDE","4721676","3899511","8621187","-2659102","5962085","-4007562","1954523"
"Line(09004)","09004CLINIC-BELTON","3677130","3179888","6857018","-2510203","4346815","-3127313","1219502"
"Line(09005)","09005CLINIC-KILLEEN WEST","1142139","1028968","2171107","-735672","1435435","-1097190","338245"
"Line(09006)","09006CLINIC-KILLEEN CANCER CENTER","1553956","7669235","9223191","-5411081","3812110","-384","3811726"
"Line(09007)","09007CLINIC-SALADO","830823","726889","1557712","-461170","1096542","-795976","300566"
"Line(09008)","09008CLINIC-TEMPLE TOWNE CTR","889426","982217","1871643","-826861","1044782","-744309","300473"
"Line(09009)","09009CLINIC-GATESVILLE","905989","847707","1753696","-540234","1213462","-820295","393167"
"Line(09010)","09010CLINIC-HARKER HTS","1057318","1064262","2121580","-826470","1295110","-1350558","-55448"
"Line(09011)","09016CLINIC- WEST TEMPLE PEDICATRICS","1231898","1551711","2783609","-1217804","1565805","-1130491","435314"
"Line(09012)","09011CLINIC-MOODY","179333","115483","294816","-107296","187520","-94725","92795"
"Line(09013)","09012CLINIC-HEWITT","894715","618747","1513462","-387407","1126055","-918072","207983"
"Line(09014)","09013CLINIC-WACO","17546336","10449775","27996111","-9776244","18219867","-12776601","5443266"
"Line(09015)","09014CLINIC-BELLMEAD","1060711","814385","1875096","-475698","1399398","-869337","530061"
"Line(09016)","09015CLINIC-CAMERON","837833","650745","1488578","-483685","1004893","-703764","301129"
"Line(09017)","09017CLINIC-HEMINGWAY","13062269","10438548","23500817","-7569905","15930912","-14223657","1707255"
"Line(09018)","09018CLINIC-WESTFIELD","2365198","1864628","4229826","-1510716","2719110","-1763994","955116"
"Line(09020)","09020CLINIC CHILDRENS","6054498","4054190","10108688","-3293976","6814712","-92391","6722321"
"Line(09100)","09100EMERGENCY","18805400","12177364","30982764","-6815599","24167165","-5288671","18878494"
"Line(09101)","09101CHILDRENS EMERGENCY","4139556","3064092","7203648","-1253777","5949871","-1662518","4287353"
"Line(09200)","09200OBSERVATION BEDS (NON-DISTINCT"
"Line(09201)","09201CHILDRENS OBSERVATION BEDS"
"Line(09400)","09400HOME PROGRAM DIALYSIS","280161","1171602","1451763","-726563","725200","-315","724885"
"Line(10100)","10100HOME HEALTH AGENCY","3869496","3388094","7257590","-967163","6290427","-1931","6288496"
"Line(10101)","10101HOME HEALTH AGENCY-WACO","1829247","1371332","3200579","-458886","2741693", ,"2741693"
"Line(10500)","10500KIDNEY ACQUISITION","1696334","3479142","5175476","-2694742","2480734","-416824","2063910"
"Line(10600)","10600HEART ACQUISITION","406838","670938","1077776","-640437","437339","-34735","402604"
"Line(10900)","10900PANCREAS ACQUISITION", ,"111464","111464","279480","390944", ,"390944"
"Line(11200)","08600NON CERTIFIED ORGANS","141493","367413","508906","-2452","506454","-39236","467218"
"Line(11600)","11600HOSPICE","2851338","5210374","8061712","-1331752","6729960","-543484","6186476"
"Line(11601)","11601HOSPICE-WACO","1101106","2136894","3238000","-453707","2784293","-1550","2782743"
"Line(11800)", ,"482224674","616263555","1098488229","4783221","1103271450","-139847753","963423697"
"Line(19000)","19000GIFT  FLOWER  COFFEE SHOP & CAN","100684","666040","766724","-39238","727486", ,"727486"
"Line(19001)","19001OTHER NONREIMBURSABLE"
"Line(19002)","19002CHILDRENS GIFT SHOP  & CANTEEN","29982","156077","186059","-23685","162374", ,"162374"
"Line(19004)","19003UNUSED SPACE"
"Line(19100)","19100RESEARCH","5289837","5853328","11143165","-2542137","8601028", ,"8601028"
"Line(19101)","19101RESEARCH OVERHEAD","3053051","5873869","8926920","-1153374","7773546","-1495","7772051"
"Line(19102)","19102OFF SITE RESEARCH", ,"164652","164652","-392483","-227831", ,"-227831"
"Line(19200)","19200PHYSICIANS PRIVATE OFFICES"
"Line(19400)","07950SATELLITE CLINICS"
"Line(19401)","07951CHILDRENS MOB"
"Line(19402)","07952REFERRAL LAB","355055","3684615","4039670","616355","4656025", ,"4656025"
"Line(19403)","07953DEVELOPMENT"
"Line(19404)","07954COLLEGE OF MEDICINE","4982210","1245606","6227816","-1248414","4979402", ,"4979402"
"Line(19405)","07955A&G  HHB"
"Line(19406)","07956HHA  CLASS B-BCS"
"Line(19407)","07957ENDOWMENT FUND"
"Line(19408)","07958CHILDRENS REFERRAL LAB", ,"13000","13000","-245","12755", ,"12755"
"Line(19411)","07961OTHER NONREIMBURSABLE COST CENT"
