"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 563706"," Report A000000 ","-------------","-------------","-----------",""
"Line(02100)","02100I&R SERVICES-SALARY & FRINGES A", , , ,"54006170","54006170","-3664660","50341510"
"Line(02101)","02101I & R SERVICES  SALARY WPIC", , , ,"5981004","5981004","-1278675","4702329"
"Line(02200)","02200I&R SERVICES-OTHER PRGM COSTS A","958307","191541246","192499553","-63510150","128989403","-118074758","10914645"
"Line(02201)","02201I & R SERVICES OTHER WPIC","1012668","4908112","5920780","-3431899","2488881","-356532","2132349"
"Line(02300)","02300PARAMED ED PRGM-(SPECIFY)", , , ,"12898","12898", ,"12898"
"Line(02301)","02301PARAMED ED ANESTHESIA", , , ,"1152718","1152718","-9180","1143538"
"Line(02302)","02302PARAMED ED PHARMACY", ,"532388","532388","1023968","1556356","-9097","1547259"
"Line(02303)","02303PARAMED ED NURS GRNT"
"Line(02304)","02304PARAMED EDUCATION"
"Line(02305)","02305PARAMED EDUCATION"
"Line(02306)","02306PARAMED EDUCATION"
"Line(02307)","02307PARAMED ED PERFUSION","134073","18772","152845", ,"152845","-152845"
"Line(02308)","02308PARAMED ED PASTORAL CARE", , , ,"11709","11709", ,"11709"
"Line(03000)","03000ADULTS & PEDIATRICS","90851557","17505116","108356673","3493707","111850380","-355623","111494757"
"Line(03100)","03100INTENSIVE CARE UNIT","22716779","6133225","28850004","-121501","28728503","-30500","28698003"
"Line(03200)","03200CORONARY CARE UNIT","6231697","1768762","8000459","589747","8590206","-433675","8156531"
"Line(03400)","03400SURGICAL INTENSIVE CARE UNIT","4213443","1484633","5698076","88424","5786500", ,"5786500"
"Line(03500)","02180OTHER SPECIAL CARE - SPECIFY","5576883","1771926","7348809","-101595","7247214", ,"7247214"
"Line(03501)","02181LIVER ICU","4906193","1478718","6384911","-30112","6354799", ,"6354799"
"Line(04000)","04000SUBPROVIDER - IPF","22617228","7582047","30199275","3186261","33385536","-572367","32813169"
"Line(04100)","04100SUBPROVIDER - IRF","1648918","1318295","2967213","-77766","2889447","-839979","2049468"
"Line(04400)","04400SKILLED NURSING FACILITY","1491871","809920","2301791","-541633","1760158","-40583","1719575"
"Line(05000)","05000OPERATING ROOM","20383198","119088606","139471804","-89091012","50380792","-1204961","49175831"
"Line(05001)","05001GAMMA KNIFE","528864","540277","1069141","-201","1068940", ,"1068940"
"Line(05002)","05002LASER CENTER","216766","125765","342531","-69972","272559", ,"272559"
"Line(05100)","05100RECOVERY ROOM","4678880","893241","5572121","-20792","5551329", ,"5551329"
"Line(05300)","05300ANESTHESIOLOGY","1515687","65640959","67156646","-4227934","62928712","-32317803","30610909"
"Line(05301)","05301PAIN CENTER","1129357","720453","1849810", ,"1849810","-165884","1683926"
"Line(05400)","05400RADIOLOGY-DIAGNOSTIC","10261273","12710224","22971497","-16183998","6787499","-111735","6675764"
"Line(05401)","05402ULTRA SOUND","784822","396720","1181542","177253","1358795","-333","1358462"
"Line(05402)","05401PET CENTER"
"Line(05403)","05403RAD SPORTS MED"
"Line(05404)","05404MONROE/MURRYSVILE RAD","1250421","823594","2074015","-3018","2070997","184546","2255543"
"Line(05405)","05405RADIOLOGY - WEST MIFFLIN","494278","434923","929201", ,"929201","-436","928765"
"Line(05500)","05500RADIOLOGY-THERAPEUTIC","1989638","4052448","6042086","1255163","7297249","-677476","6619773"
"Line(05600)","05600RADIOISOTOPE","607454","2229767","2837221","173902","3011123", ,"3011123"
"Line(05601)","05601NUCLEAR CARDIOLOGY","803654","802034","1605688","-9858","1595830","-4460","1591370"
"Line(05700)","05700CT SCAN","2539930","1607688","4147618","1467417","5615035", ,"5615035"
"Line(05800)","05800MRI","1893042","1501778","3394820","1091773","4486593", ,"4486593"
"Line(05801)","05801MRI SOUTH HILLS","2627","3376","6003", ,"6003", ,"6003"
"Line(06000)","06000LABORATORY","21287277","34912861","56200138","-765825","55434313","-892984","54541329"
"Line(06001)","06001BONE MARROW PC & T","323031","1685198","2008229", ,"2008229","-200","2008029"
"Line(06002)","06002RIA & ENDO LAB"
"Line(06003)","06003TISSUE TYPING","1446255","4155455","5601710", ,"5601710", ,"5601710"
"Line(06004)","06004NON-INV PER VASC LAB","455351","40382","495733", ,"495733","-900","494833"
"Line(06200)","06200WHOLE BLOOD & PACKED RED BLOOD","-34","25205110","25205076", ,"25205076", ,"25205076"
"Line(06230)","06250BLOOD CLOTTING FOR HEMOPHILIACS"
"Line(06400)","06400INTRAVENOUS THERAPY","804808","522243","1327051","-1327051"
"Line(06500)","06500RESPIRATORY THERAPY","11788498","5621159","17409657","-268573","17141084","-18319","17122765"
"Line(06501)","06501PULMONARY FUNCTION LAB","1531184","314258","1845442","297716","2143158","-23276","2119882"
"Line(06502)","06502MONROEVILLE SLEEP CENTER","553283","188900","742183", ,"742183", ,"742183"
"Line(06600)","06600PHYSICAL THERAPY", ,"7032345","7032345","-902421","6129924","-101399","6028525"
"Line(06700)","06700OCCUPATIONAL THERAPY", ,"925449","925449","1412772","2338221","147255","2485476"
"Line(06900)","06900ELECTROCARDIOLOGY","1002245","469034","1471279","-4583","1466696","-5424","1461272"
"Line(06901)","06901HEART CATHERIZATION","5318472","48352469","53670941","-31185343","22485598","-19479461","3006137"
"Line(06902)","06902ECHO CARDIOLOGY LAB","1048184","320510","1368694", ,"1368694","-246","1368448"
"Line(06903)","06903WPIC-INTERNAL MEDICINE","1699551","1288756","2988307","-2303966","684341","-684340","1"
"Line(06904)","06904UPMC PREV CARDIOLOGY","98271","77709","175980", ,"175980", ,"175980"
"Line(06905)","06905GASTRO INTESTINAL SVCS","1473299","1301808","2775107","-139982","2635125","-53092","2582033"
"Line(06906)","06906STEM CELL THERAPY"
"Line(06907)","06907CARDIO - PULMONARY REHAB","932145","237621","1169766", ,"1169766","499","1170265"
"Line(07000)","07000ELECTROENCEPHALOGRAPHY","1363670","2314962","3678632","-17998","3660634","-38283","3622351"
"Line(07001)","07001PUH MEG","77147","405915","483062", ,"483062","-295728","187334"
"Line(07100)","07100MEDICAL SUPPLIES CHARGED TO PAT","1446874","5563167","7010041","33035110","40045151", ,"40045151"
"Line(07200)","07200IMPL. DEV. CHARGED TO PATIENTS", , , ,"110841529","110841529", ,"110841529"
"Line(07300)","07300DRUGS CHARGED TO PATIENTS","9634043","50102691","59736734","43136313","102873047","-3114","102869933"
"Line(07301)","07301WPIC DRUGS CHRG TO PAT", , , ,"1828378","1828378", ,"1828378"
"Line(07400)","07400RENAL DIALYSIS", , , ,"947639","947639", ,"947639"
"Line(07500)","07500ASC (NON-DISTINCT PART)","5251459","3449219","8700678","-1309873","7390805", ,"7390805"
"Line(07501)","07501SOUTH HILLS SURGERY","1148648","2559545","3708193","-699222","3008971","-220250","2788721"
"Line(07600)","03963OTHER ANCILLARY", ,"528000","528000", ,"528000", ,"528000"
"Line(07601)","03950ACUTE RENAL DIALYSIS","4438771","1466027","5904798","-508008","5396790","-118805","5277985"
"Line(07602)","03951CLINICAL GI LAB","2019786","3355735","5375521","-1574309","3801212","-150113","3651099"
"Line(07603)","03952EYE EAR NOSE AND THROAT","418878","60249","479127","509152","988279","-304148","684131"
"Line(07604)","03953WPIC DEC","2209843","2360006","4569849","-631029","3938820","-457248","3481572"
"Line(07605)","03954WPIC GERIATRICS","15609","301666","317275","31565","348840","-50155","298685"
"Line(07606)","03955WPIC AYA","2983997","1535701","4519698","-6844","4512854","-12907","4499947"
"Line(07607)","03956WPIC BEHAVIORAL MED","513948","193541","707489","8679","716168","-22933","693235"
"Line(07608)","03957WPIC D & A","2354071","1176521","3530592","100303","3630895", ,"3630895"
"Line(07609)","03958WPIC SPEC CHILD THERAPY","237489","172255","409744","156707","566451","-21434","545017"
"Line(07610)","03959WPIC AFF DISORDERS","1936972","1148221","3085193","177560","3262753","-69206","3193547"
"Line(07611)","03960WPIC MECCA"
"Line(07612)","03961WPIC SCHIZOPHRENIA","1000251","973185","1973436","186979","2160415","-95247","2065168"
"Line(07613)","03962WPIC ECT","488911","231030","719941","11689","731630","-6639","724991"
"Line(07697)","07697CARDIAC REHABILITATION"
"Line(07698)","07698HYPERBARIC OXYGEN THERAPY"
"Line(07699)","07699LITHOTRIPSY"
"Line(09000)","09000CLINIC","2062433","1302598","3365031","-79430","3285601","-580418","2705183"
"Line(09001)","09001HIV OUTPATIENT","973523","425094","1398617","230177","1628794","-26145","1602649"
"Line(09002)","09002THEISS HEALTH CENTER","228155","263373","491528","-23","491505","-231269","260236"
"Line(09003)","09003FALK CLINIC","3573778","1686953","5260731","3109890","8370621","-1150865","7219756"
"Line(09004)","09004KAUFMANN CLINIC","446785","108438","555223","290329","845552","-135556","709996"
"Line(09005)","09005BENEDUM GERIATRICS","890788","143776","1034564","251032","1285596","-106453","1179143"
"Line(09006)","09006UPP FAMILY PRACTICE", ,"1293072","1293072","-1947","1291125","-1289453","1672"
"Line(09007)","09007CARDIOLOGY OUTPATIENT","1105182","223359","1328541","-717","1327824", ,"1327824"
"Line(09008)","09008SHORT STAY UNIT","1151224","222835","1374059","-269","1373790", ,"1373790"
"Line(09009)","09009CONSOLIDATED O/P TEST","763040","212419","975459", ,"975459","-16111","959348"
"Line(09010)","09010HILLMAN CANCER CENTER","10137595","80160916","90298511","-900916","89397595","-15359834","74037761"
"Line(09011)","09011WPIC PSY OUTREACH","2950683","4008180","6958863","197245","7156108","-149187","7006921"
"Line(09012)","09012WPIC MEDICAT CLINIC","331250","49824","381074","39671","420745","-1780","418965"
"Line(09013)","09013WPIC HILL SATELLITES","141314","162374","303688","-7342","296346","-18111","278235"
"Line(09014)","09014WPIC MENTAL RETARDATION","562869","44524","607393","74746","682139", ,"682139"
"Line(09015)","09015WPIC O/P SATELLITES","180449","214794","395243","-25572","369671","-32137","337534"
"Line(09016)","09016WPIC PRTL PGM ADULT","162778","121852","284630","-11988","272642", ,"272642"
"Line(09017)","09017WPIC PRTL PGM CHILD","1674686","540632","2215318","92010","2307328","-26584","2280744"
"Line(09018)","09018WPIC CACTIS PROGRAM","5775999","1951644","7727643","970680","8698323","-338012","8360311"
"Line(09019)","09019WPIC ICM/RC","4836646","1602868","6439514","399361","6838875","-113898","6724977"
"Line(09020)","09020WPIC RESIDENTAIL TREATMENT","901840","515140","1416980","114591","1531571","-25594","1505977"
"Line(09021)","09021WPIC - BEAVER VALLEY"
"Line(09022)","09022WPIC - SENECA RIDGE"
"Line(09023)","09023OUTPATIENT DENTAL","374810","984392","1359202","-3695","1355507","-200","1355307"
"Line(09024)","09024HBC CLINICS","8118559","98375653","106494212","-20","106494192","-22161568","84332624"
"Line(09025)","09025WPIC LONGITUDINAL"
"Line(09100)","09100EMERGENCY","9299146","2144271","11443417","926673","12370090","2141052","14511142"
"Line(09200)","09200OBSERVATION BEDS (NON-DISTINCT"
"Line(09300)","04950OUTPATIENT DIABETES","1769478","875384","2644862","355331","3000193","-37161","2963032"
"Line(09500)","09500AMBULANCE SERVICES","1017567","2184741","3202308", ,"3202308","-3202308"
"Line(10000)","10000I&R SERVICES-NOT APPRVD PRGM", , , ,"2451149","2451149", ,"2451149"
"Line(10500)","10500KIDNEY ACQUISITION", ,"1","1","4696341","4696342","231405","4927747"
"Line(10600)","10600HEART ACQUISITION","1226179","18494","1244673","773839","2018512","107444","2125956"
"Line(10700)","10700LIVER ACQUISITION", ,"6940906","6940906","-3169100","3771806","56747","3828553"
"Line(10800)","10800LUNG ACQUISITION","827700","8692906","9520606","-1990518","7530088","148847","7678935"
"Line(10900)","10900PANCREAS ACQUISITION", ,"1","1","826277","826278","59265","885543"
"Line(11000)","11000INTESTINAL ACQUISITION", ,"1","1","1055770","1055771","93664","1149435"
"Line(11200)","08600OTHER ORGAN ACQUISITION (SPECIF","389617","245923","635540","-427084","208456","-13846","194610"
"Line(11201)","08601ARTIFICIAL HEART PROG","1021521","4674608","5696129","-5385067","311062", ,"311062"
"Line(11800)", ,"488065992","1632629464","2120695456","-5401925","2115293531","-510497374","1604796157"
"Line(19000)","19000GIFT  FLOWER  COFFEE SHOP & CAN","18379","14527","32906", ,"32906", ,"32906"
"Line(19100)","19100RESEARCH","400094","2483601","2883695","17717","2901412","2781039","5682451"
"Line(19101)","19101CRU RESEARCH","819470","603878","1423348", ,"1423348", ,"1423348"
"Line(19102)","19102WPIC RESEARCH","15842142","4819328","20661470","1616378","22277848","44363834","66641682"
"Line(19103)","19103HCC - RESEARCH", ,"546682","546682", ,"546682", ,"546682"
"Line(19200)","19200PHYSICIANS PRIVATE OFFICES","3070680","-4692418","-1621738","1532477","-89261","4109827","4020566"
"Line(19400)","07950OTHER NON REIMBURSABLE","10058950","32967310","43026260","71188","43097448","-208121","42889327"
"Line(19401)","07951OTHER NON REIMBURSABLE","389966","694180","1084146","697996","1782142","-13590","1768552"
"Line(19402)","07952HCC - PHARMACY RETAIL","870095","8300254","9170349", ,"9170349", ,"9170349"
"Line(19403)","07953UNOCCUPIED SPACE"
"Line(19404)","07954PAC UPCI OUTPATIENT","41072","294306","335378", ,"335378", ,"335378"
"Line(19405)","07955CTR FOR COMPLIMENTARY MED","133916","383909","517825", ,"517825","-84287","433538"
"Line(19406)","07956SPORTS MED REHAB","3448733","970339","4419072","1466169","5885241", ,"5885241"
"Line(19407)","07957PUH - SEMPER CARE", ,"113576","113576", ,"113576", ,"113576"
"Line(19408)","07958GREENFIELD CTR / FITNESS CT", ,"649","649", ,"649", ,"649"
"Line(19409)","07959SHY FAMILY CLINICS","916","9810","10726", ,"10726", ,"10726"
"Line(19410)","07960HAND TRANSPLANT","90943","60645","151588", ,"151588", ,"151588"
"Line(19411)","07961FACE TRANSPLANT"
"Line(19412)","07962PACT 340B WELLPARTNER", ,"2067647","2067647", ,"2067647", ,"2067647"
