"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A000000 ","-------------","-------------","-----------",""
"Line(05400)","05400RADIOLOGY-DIAGNOSTIC","12444965","11853482","24298447","-7818197","16480250","-3953930","12526320"
"Line(05500)","05500RADIOLOGY-THERAPEUTIC","1432165","4580976","6013141","-1130303","4882838","-108193","4774645"
"Line(05600)","05600RADIOISOTOPE","839664","2075930","2915594","-1836390","1079204","-19553","1059651"
"Line(05700)","05700CT SCAN","1882186","1398976","3281162","333223","3614385","-605472","3008913"
"Line(05800)","05800MRI","1405047","1043985","2449032","360374","2809406","-949","2808457"
"Line(05900)","05900CARDIAC CATHETERIZATION","4972716","22400454","27373170","-18345755","9027415","-637","9026778"
"Line(06000)","06000LABORATORY","16732351","52255516","68987867","6318444","75306311","-10714244","64592067"
"Line(06001)","06001CYTOLOGY","774395","800845","1575240","7042","1582282","-174503","1407779"
"Line(06002)","06002LAB - TISSUE TYPING","429800","1245351","1675151","2219","1677370","-507323","1170047"
"Line(06500)","06500RESPIRATORY THERAPY","10998324","3960206","14958530","-1906830","13051700","-9024","13042676"
"Line(06600)","06600PHYSICAL THERAPY","5680870","76083","5756953","42876","5799829","-157","5799672"
"Line(06800)","06800SPEECH PATHOLOGY", ,"1265404","1265404", ,"1265404", ,"1265404"
"Line(06900)","06900ELECTROCARDIOLOGY","2313026","767707","3080733","-107913","2972820","-262239","2710581"
"Line(07000)","07000ELECTROENCEPHALOGRAPHY"
"Line(07100)","07100MEDICAL SUPPLIES CHARGED TO PAT","730989","3005318","3736307","46004609","49740916","1672","49742588"
"Line(07200)","07200IMPL. DEV. CHARGED TO PATIENTS", , , ,"73233256","73233256", ,"73233256"
"Line(07300)","07300DRUGS CHARGED TO PATIENTS", , , ,"55611258","55611258","-935943","54675315"
"Line(07400)","07400RENAL DIALYSIS","2130304","1383546","3513850","-951321","2562529","-328098","2234431"
"Line(07500)","07500ASC (NON-DISTINCT PART)","7341706","11314926","18656632","-7443073","11213559","-155131","11058428"
"Line(07600)","03020OB ULTRASOUND"
"Line(07601)","03021ORTHOPAEDIC SERVICES","300156","906651","1206807","-775592","431215","76","431291"
"Line(07602)","03022PURCHASED SERVICES","103528","2880877","2984405","941","2985346", ,"2985346"
"Line(07603)","03023ENDOSCOPY","5938904","4661213","10600117","-1554443","9045674","-28403","9017271"
"Line(07697)","07697CARDIAC REHABILITATION","514161","279753","793914","-5591","788323","-180022","608301"
"Line(08800)","08800RURAL HEALTH CLINIC"
"Line(08900)","08900FEDERALLY QUALIFIED HEALTH CENT"
"Line(09000)","09000CLINIC","2627264","1259350","3886614","-345288","3541326","-1950051","1591275"
"Line(09001)","09001MENTAL HEALTH O/P CLINIC","8359417","2417722","10777139","-1144721","9632418","-7704501","1927917"
"Line(09002)","09002CLINIC - CHILD OP RESP CTR","6983038","4410237","11393275","-927726","10465549","-6178280","4287269"
"Line(09003)","09003CLINIC - ONCOLOGY","15289850","8860719","24150569","-1215865","22934704","-7367048","15567656"
"Line(09004)","09004CLINIC - MYERS PARK","40433754","20707324","61141078","-11260134","49880944","-33801622","16079322"
"Line(09005)","09005CLINIC - DENTISTRY","1092498","1135848","2228346","-248140","1980206","-766555","1213651"
"Line(09006)","09006CLINIC - PED RESP CTR","71499","82250","153749","650","154399","-11113","143286"
"Line(09007)","09007CLINIC - NORTHPARK","4350352","1751103","6101455","-428070","5673385","-3209037","2464348"
"Line(09008)","09008TEEN HEALTH CONNECTION","1212624","679208","1891832","-204436","1687396","-709127","978269"
"Line(09009)","09009WOMENS INSTITUTE","6102686","2397157","8499843","-847744","7652099","-5168796","2483303"
"Line(09010)","09010DIABETES CENTER","443294","193173","636467","-34422","602045","-118586","483459"
"Line(09011)","09011POST TRANSPLANT CLINIC","1619502","1469130","3088632","61234","3149866","-1885991","1263875"
"Line(09012)","09012PEDIATRIC AFTER HOURS CLINIC","109584","13422","123006","112","123118","-78121","44997"
"Line(09013)","09013CMC SURGERY","10411096","3307198","13718294","-1845184","11873110","-11338053","535057"
"Line(09014)","09014CMC ORTHOPEDICS","3521999","1079407","4601406","-827312","3774094","-2691762","1082332"
"Line(09015)","09015INFUSION CENTER","3634947","31808814","35443761","-296992","35146769","-21710","35125059"
"Line(09016)","09016PEDIATRIC ONCOLOGY","3970565","1877741","5848306","-556924","5291382","-3221375","2070007"
"Line(09017)","09017NEUROMUSCULAR (ALS) CENTER","1710986","863699","2574685","-485124","2089561","12980","2102541"
"Line(09020)","09020CHF CLINIC","1152885","1570189","2723074","-5604","2717470","-1780196","937274"
"Line(09021)","09021NEUROSCIENCE CLINIC","5511088","2747174","8258262","-638407","7619855","-6279792","1340063"
"Line(09022)","09022PAIN MANAGEMENT","739263","2641796","3381059","-1614191","1766868","-42392","1724476"
"Line(09023)","09023SLEEP LAB","64296","76833","141129","526","141655","-9576","132079"
"Line(09024)","09024WOUND CARE","118254","494418","612672","-77883","534789","-8135","526654"
"Line(09025)","09025LIVER CLINIC","512833","370592","883425","-5490","877935","-36894","841041"
"Line(09100)","09100EMERGENCY","20502436","13004893","33507329","-4405613","29101716","-14728368","14373348"
"Line(09101)","09101EMERGENCY-SUBPROVIDER","7145926","1708666","8854592","-918434","7936158","-6312675","1623483"
"Line(09102)","09102EMERGENCY-PEDIATRIC","2970846","754049","3724895","-61747","3663148","1668","3664816"
"Line(09103)","09103EMERGENCY-MERCY","614971","182249","797220","-25740","771480","4827","776307"
"Line(09200)","09200OBSERVATION BEDS (NON-DISTINCT"
"Line(09201)","09201OBSERVATION BEDS (DISTINCT PART","2920357","312550","3232907","-50749","3182158","9727"
"Line(09202)","09202OBSERVATION BEDS (PSYCH)","1363396","38248","1401644","10177","1411821","1790"
"Line(09500)","09500AMBULANCE SERVICES","9572648","14820647","24393295","814","24394109","-1045885","23348224"
"Line(09910)","09910CORF"
"Line(10100)","10100HOME HEALTH AGENCY"
"Line(10101)","10101HOME HEALTH AGENCY 2"
"Line(10500)","10500KIDNEY ACQUISITION","4900435","11149579","16050014","-3801023","12248991","-5482585","6766406"
"Line(10600)","10600HEART ACQUISITION","613234","1030660","1643894","685984","2329878","-649706","1680172"
"Line(10700)","10700LIVER ACQUISITION","1081619","2517182","3598801","2047287","5646088","-1674272","3971816"
"Line(10900)","10900PANCREAS ACQUISITION", , , ,"279958","279958", ,"279958"
"Line(11000)","11000INTESTINAL ACQUISITION"
"Line(11100)","11100ISLET ACQUISITION"
"Line(11200)","08600OTHER ORGAN ACQUISITION (SPECIF", , , ,"675137","675137", ,"675137"
"Line(11300)","11300INTEREST EXPENSE"
"Line(11800)", ,"569952855","962401339","1532354194","6147064","1538501258","-259460542","1279040716"
"Line(19000)","19000GIFT  FLOWER  COFFEE SHOP & CAN","12716","119869","132585","116","132701","-76493","56208"
"Line(19001)","19001COFFEE SHOP"
"Line(19100)","19100RESEARCH","24972853","20561244","45534097","-2161426","43372671","-5695404","37677267"
"Line(19200)","19200PHYSICIANS PRIVATE OFFICES","12738171","9779219","22517390","-2913777","19603613","-13903710","5699903"
"Line(19201)","19201WOMENS INST BALLANTYNE","65580","91243","156823","-25782","131041","-6323","124718"
"Line(19300)","19300NONPAID WORKERS"
"Line(19400)","07950OTHER NONREIMBURSABLE COST CENT"
"Line(19401)","07951CAROLINAS REHABILITATION","985161","340477","1325638","-1217278","108360","-15528","92832"
"Line(19402)","07952UNIVERSITY HOSPITAL","1651964","742191","2394155","-276200","2117955","-772798","1345157"
"Line(19403)","07959OTHER NONREIMBURSABLE COST CENT","3351009","615587","3966596","15258","3981854","-190285","3791569"
"Line(19404)","07954MERCY HOSPITAL SOUTH","461564","155518","617082","-54368","562714","-28743","533971"
"Line(19405)","07955UNION REGIONAL MEDICAL CENTER","694418","315640","1010058","-125948","884110","-314181","569929"
"Line(19406)","07956DISASTER RELIEF","96819","154460","251279","301","251580","-128043","123537"
"Line(19407)","07957RETAIL PHARMACY"
"Line(19408)","07958UNDERGRAD MEDED","1586929","277834","1864763","861002","2725765","-680649","2045116"
"Line(19409)","07953OTHER NONREIMBURSABLE COST CENT","1128376","529381","1657757","-195120","1462637","-140099","1322538"
"Line(19410)","07960LINCOLN HOSPITAL","369466","167429","536895","-53842","483053","-4608","478445"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A6000A0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572851] Report(A6000A0)","Entity[572851] Report(A6000A0[00000])","Entity[572851] Report(A6000A0[00100])", ,"Entity[572851] Report(A6000A0[00300])", ,"Entity[572851] Report(A6000A0[00500])", ,"Entity[572851] Report(A6000A0[00700])", ,"Entity[572851] Report(A6000A0[00900])","Entity[572851] Report(A6000A0[01000])"
"Line(00100)","FILE 300.11 PROPERTY INSURANCE","A", ,"1", ,"1150633", ,"5", ,"1567462","12"
"Line(00200)","FILE 300.11 PROPERTY INSURANCE","A", ,"2", ,"1246519", ,"22", ,"32691","12"
"Line(00300)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"30", ,"22793"
"Line(00400)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"31", ,"23175"
"Line(00500)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"31", ,"20012"
"Line(00600)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"34", ,"16784"
"Line(00700)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"41", ,"818"
"Line(00800)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"50", ,"4196"
"Line(00900)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"43607"
"Line(01000)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"39717"
"Line(01100)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"23803"
"Line(01200)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"197799"
"Line(01300)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"5810"
"Line(01400)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"4035"
"Line(01500)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"19850"
"Line(01600)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"9979"
"Line(01700)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"35587"
"Line(01800)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"9694"
"Line(01900)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"14886"
"Line(02000)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"90", ,"31315"
"Line(02100)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"91", ,"73167"
"Line(02200)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"91", ,"40713"
"Line(02300)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"95", ,"77738"
"Line(02400)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"192", ,"58773"
"Line(02500)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"86"
"Line(02600)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"7115"
"Line(02700)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"968"
"Line(02800)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"5164"
"Line(02900)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"6026"
"Line(03000)","FILE 300.11 PROPERTY INSURANCE","A", , , , , ,"194", ,"3389"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A6000B0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572851] Report(A6000B0)","Entity[572851] Report(A6000B0[00000])","Entity[572851] Report(A6000B0[00100])", ,"Entity[572851] Report(A6000B0[00300])", ,"Entity[572851] Report(A6000B0[00500])", ,"Entity[572851] Report(A6000B0[00700])", ,"Entity[572851] Report(A6000B0[00900])"
"Line(00100)","FILE 300.12 CORPORATE EXPENSES","B", ,"4", ,"14685817", ,"5", ,"33988124"
"Line(00200)","FILE 300.12 CORPORATE EXPENSES","B", ,"7", ,"4141279"
"Line(00300)","FILE 300.12 CORPORATE EXPENSES","B", ,"8", ,"1058"
"Line(00400)","FILE 300.12 CORPORATE EXPENSES","B", ,"13", ,"9292629"
"Line(00500)","FILE 300.12 CORPORATE EXPENSES","B", ,"14", ,"4749066"
"Line(00600)","FILE 300.12 CORPORATE EXPENSES","B", ,"30", ,"738930"
"Line(00700)","FILE 300.12 CORPORATE EXPENSES","B", ,"40", ,"379345"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A6000C0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[572851] Report(A6000C0)","Entity[572851] Report(A6000C0[00000])","Entity[572851] Report(A6000C0[00100])", ,"Entity[572851] Report(A6000C0[00300])", ,"Entity[572851] Report(A6000C0[00500])", ,"Entity[572851] Report(A6000C0[00700])", ,"Entity[572851] Report(A6000C0[00900])"
"Line(00100)","FILE 300.14 MEDICAL SUPPLY","C", ,"71", ,"45236750", ,"5", ,"22982"
"Line(00200)","FILE 300.14 MEDICAL SUPPLY","C", ,"71", ,"762710", ,"7", ,"3"
"Line(00300)","FILE 300.14 MEDICAL SUPPLY","C", ,"13", ,"414", ,"14", ,"777754"
"Line(00400)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"15", ,"30861"
"Line(00500)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"16", ,"2"
"Line(00600)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"17", ,"10"
"Line(00700)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"20", ,"1003"
"Line(00800)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"22", ,"372"
"Line(00900)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"23", ,"326"
"Line(01000)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"23", ,"1794"
"Line(01100)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"23", ,"1082"
"Line(01200)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"30", ,"565692"
"Line(01300)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"31", ,"204293"
"Line(01400)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"31", ,"170221"
"Line(01500)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"32", ,"110483"
"Line(01600)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"32", ,"67925"
"Line(01700)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"34", ,"191409"
"Line(01800)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"34", ,"291225"
"Line(01900)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"34", ,"61060"
"Line(02000)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"34", ,"141408"
"Line(02100)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"34", ,"208"
"Line(02200)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"34", ,"30960"
"Line(02300)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"34", ,"15982"
"Line(02400)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"40", ,"2000"
"Line(02500)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"41", ,"9889"
"Line(02600)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"50", ,"24864825"
"Line(02700)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"50", ,"4924"
"Line(02800)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"51", ,"34219"
"Line(02900)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"52", ,"584166"
"Line(03000)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"53", ,"743098"
"Line(03100)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"54", ,"2539647"
"Line(03200)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"55", ,"19697"
"Line(03300)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"56", ,"2857"
"Line(03400)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"57", ,"126965"
"Line(03500)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"58", ,"4585"
"Line(03600)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"59", ,"5646915"
"Line(03700)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"60", ,"139902"
"Line(03800)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"60", ,"598"
"Line(03900)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"65", ,"369956"
"Line(04000)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"66", ,"1403"
"Line(04100)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"69", ,"3252"
"Line(04200)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"74", ,"844130"
"Line(04300)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"75", ,"4531146"
"Line(04400)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"76", ,"15612"
"Line(04500)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"76", ,"1149007"
"Line(04600)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"77", ,"7"
"Line(04700)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"2597"
"Line(04800)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"944"
"Line(04900)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"8784"
"Line(05000)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"45640"
"Line(05100)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"39919"
"Line(05200)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"10300"
"Line(05300)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"3140"
"Line(05400)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"1305"
"Line(05500)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"17924"
"Line(05600)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"22"
"Line(05700)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"60"
"Line(05800)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"2523"
"Line(05900)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"7648"
"Line(06000)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"47590"
"Line(06100)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"37523"
"Line(06200)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"1823"
"Line(06300)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"15428"
"Line(06400)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"9844"
"Line(06500)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"52038"
"Line(06600)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"48"
"Line(06700)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"90", ,"47536"
"Line(06800)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"91", ,"285476"
"Line(06900)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"91", ,"1570"
"Line(07000)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"91", ,"31664"
"Line(07100)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"91", ,"13563"
"Line(07200)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"92", ,"11527"
"Line(07300)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"92", ,"493"
"Line(07400)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"95", ,"4582"
"Line(07500)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"105", ,"44455"
"Line(07600)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"191", ,"87056"
"Line(07700)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"192", ,"76901"
"Line(07800)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"192", ,"48"
"Line(07900)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"194", ,"280"
"Line(08000)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"194", ,"479"
"Line(08100)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"76", ,"762710"
"Line(08200)","FILE 300.14 MEDICAL SUPPLY","C", , , , , ,"194", ,"579"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 572851"," Report A6000D0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
