"Line(02900)","PTO EXPENSE","AH", ,"34","62858"
"Line(03000)","PTO EXPENSE","AH", ,"34","3567"
"Line(03100)","PTO EXPENSE","AH", ,"34","27640"
"Line(03200)","PTO EXPENSE","AH", ,"34","36624"
"Line(03300)","PTO EXPENSE","AH", ,"40","80952"
"Line(03400)","PTO EXPENSE","AH", ,"41","12490"
"Line(03500)","PTO EXPENSE","AH", ,"50","174550"
"Line(03600)","PTO EXPENSE","AH", ,"50","16293"
"Line(03700)","PTO EXPENSE","AH", ,"51","63917"
"Line(03800)","PTO EXPENSE","AH", ,"52","80729"
"Line(03900)","PTO EXPENSE","AH", ,"53","247012"
"Line(04000)","PTO EXPENSE","AH", ,"54","113172"
"Line(04100)","PTO EXPENSE","AH", ,"55","13024"
"Line(04200)","PTO EXPENSE","AH", ,"56","7636"
"Line(04300)","PTO EXPENSE","AH", ,"57","17116"
"Line(04400)","PTO EXPENSE","AH", ,"58","12777"
"Line(04500)","PTO EXPENSE","AH", ,"59","45221"
"Line(04600)","PTO EXPENSE","AH", ,"60","152160"
"Line(04700)","PTO EXPENSE","AH", ,"60","7042"
"Line(04800)","PTO EXPENSE","AH", ,"60","3909"
"Line(04900)","PTO EXPENSE","AH", ,"65","100016"
"Line(05000)","PTO EXPENSE","AH", ,"66","51661"
"Line(05100)","PTO EXPENSE","AH", ,"69","21034"
"Line(05200)","PTO EXPENSE","AH", ,"71","6647"
"Line(05300)","PTO EXPENSE","AH", ,"74","19372"
"Line(05400)","PTO EXPENSE","AH", ,"75","66764"
"Line(05500)","PTO EXPENSE","AH", ,"76","2730"
"Line(05600)","PTO EXPENSE","AH", ,"76","941"
"Line(05700)","PTO EXPENSE","AH", ,"76","54007"
"Line(05800)","PTO EXPENSE","AH", ,"77","4676"
"Line(05900)","PTO EXPENSE","AH", ,"90","23892"
"Line(06000)","PTO EXPENSE","AH", ,"90","76019"
"Line(06100)","PTO EXPENSE","AH", ,"90","63502"
"Line(06200)","PTO EXPENSE","AH", ,"90","139042"
"Line(06300)","PTO EXPENSE","AH", ,"90","367695"
"Line(06400)","PTO EXPENSE","AH", ,"90","9935"
"Line(06500)","PTO EXPENSE","AH", ,"90","650"
"Line(06600)","PTO EXPENSE","AH", ,"90","39561"
"Line(06700)","PTO EXPENSE","AH", ,"90","11027"
"Line(06800)","PTO EXPENSE","AH", ,"90","55496"
"Line(06900)","PTO EXPENSE","AH", ,"90","4031"
"Line(07000)","PTO EXPENSE","AH", ,"90","14727"
"Line(07100)","PTO EXPENSE","AH", ,"90","997"
"Line(07200)","PTO EXPENSE","AH", ,"90","94676"
"Line(07300)","PTO EXPENSE","AH", ,"90","32028"
"Line(07400)","PTO EXPENSE","AH", ,"90","33055"
"Line(07500)","PTO EXPENSE","AH", ,"90","36107"
"Line(07600)","PTO EXPENSE","AH", ,"90","15559"
"Line(07700)","PTO EXPENSE","AH", ,"90","10484"
"Line(07800)","PTO EXPENSE","AH", ,"90","50117"
"Line(07900)","PTO EXPENSE","AH", ,"90","6723"
"Line(08000)","PTO EXPENSE","AH", ,"90","585"
"Line(08100)","PTO EXPENSE","AH", ,"90","1075"
"Line(08200)","PTO EXPENSE","AH", ,"90","4664"
"Line(08300)","PTO EXPENSE","AH", ,"91","186444"
"Line(08400)","PTO EXPENSE","AH", ,"91","64983"
"Line(08500)","PTO EXPENSE","AH", ,"91","27016"
"Line(08600)","PTO EXPENSE","AH", ,"91","5592"
"Line(08700)","PTO EXPENSE","AH", ,"92","26557"
"Line(08800)","PTO EXPENSE","AH", ,"92","12398"
"Line(08900)","PTO EXPENSE","AH", ,"95","87051"
"Line(09000)","PTO EXPENSE","AH", ,"105","44563"
"Line(09100)","PTO EXPENSE","AH", ,"106","5577"
"Line(09200)","PTO EXPENSE","AH", ,"107","9836"
"Line(09300)","PTO EXPENSE","AH", ,"190","116"
"Line(09400)","PTO EXPENSE","AH", ,"191","227097"
"Line(09500)","PTO EXPENSE","AH", ,"192","115838"
"Line(09600)","PTO EXPENSE","AH", ,"192","596"
"Line(09700)","PTO EXPENSE","AH", ,"194","8959"
"Line(09800)","PTO EXPENSE","AH", ,"194","15023"
"Line(09900)","PTO EXPENSE","AH", ,"194","30473"
"Line(10000)","PTO EXPENSE","AH", ,"194","4197"
"Line(10100)","PTO EXPENSE","AH", ,"194","6315"
"Line(10200)","PTO EXPENSE","AH", ,"194","880"
"Line(10300)","PTO EXPENSE","AH", ,"194","14431"
"Line(10400)","PTO EXPENSE","AH", ,"194","10261"
"Line(10500)","PTO EXPENSE","AH", ,"194","3360"
