"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A000000 ","-------------","-------------","-----------",""
"Line(06700)","06700OCCUPATIONAL THERAPY","2613441","494279","3107720","-127653","2980067","-841569","2138498"
"Line(06900)","06900ELECTROCARDIOLOGY","573665","33790","607455","-93891","513564","-39247","474317"
"Line(07000)","07000ELECTROENCEPHALOGRAPHY","1947197","147688","2094885","-170356","1924529","-967118","957411"
"Line(07200)","07200IMPL. DEV. CHARGED TO PATIENTS", , , ,"37902168","37902168","-529844","37372324"
"Line(07300)","07300DRUGS CHARGED TO PATIENTS", , , ,"-303354","-303354", ,"-303354"
"Line(07400)","07400RENAL DIALYSIS","173862","1491140","1665002","-57255","1607747", ,"1607747"
"Line(07500)","07500ASC (NON-DISTINCT PART)","10641404","15693044","26334448","-3130244","23204204","-1420","23202784"
"Line(07501)","07501AMB SURG SAWGRASS OBSOLETE"
"Line(07600)","03996BLANK LINE - NOT USED"
"Line(07601)","03040AUDIOLOGY","1721576","1321279","3042855","-4","3042851","-42","3042809"
"Line(07603)","03160CARDIOPULMONARY","9118907","20847500","29966407","-17604931","12361476","-978583","11382893"
"Line(07605)","03630ULTRASOUND DIAGNOSTIC","2724781","550009","3274790","544469","3819259","-213728","3605531"
"Line(07606)","03480ONCOLOGY","12447384","2093662","14541046","-208142","14332904","-4308366","10024538"
"Line(07608)","03450NUCLEAR MEDICINE - DIAGNOSTIC","591799","1424907","2016706","311296","2328002", ,"2328002"
"Line(07613)","03140CARDIOLOGY"
"Line(07614)","03260ECHOCARDIOGRAPHY","3909233","1215282","5124515","-114043","5010472","-777138","4233334"
"Line(07618)","03330ENDOSCOPY","3511192","2426722","5937914","-992948","4944966","-727356","4217610"
"Line(07631)","03957NUTRITIONAL COUNSELING","498947","2526","501473","-176504","324969","175489","500458"
"Line(07650)","03020ORTHOTIC LAB","858843","1507645","2366488","-73909","2292579","77003","2369582"
"Line(07651)","03390TISSUE TYPING","430508","625627","1056135", ,"1056135", ,"1056135"
"Line(07652)","03952OCCUP HEALTH OBSOLETE"
"Line(07653)","03953SPECIAL PURCHASES", ,"423014","423014","-423014"
"Line(07654)","03550PSYCH ACTIVITIES","170651","21594","192245","32454","224699", ,"224699"
"Line(07655)","03954CEP TESTING","1531252","40055","1571307","-164577","1406730","-589389","817341"
"Line(07656)","0395523 HOUR SHORT STAY", , , ,"935562","935562", ,"935562"
"Line(07657)","03956OTHER"
"Line(07658)","03190SMH MEDICAL ONCOLOGY AT PLUTA","2216532","875030","3091562","-675","3090887","-601911","2488976"
"Line(07659)","03191SMH RADIATION ONCOLOGY AT PLUTA","1628056","984221","2612277","-49723","2562554","-1026364","1536190"
"Line(07698)","07698HYPERBARIC OXYGEN THERAPY","570776","1171352","1742128","-87601","1654527","41467","1695994"
"Line(07699)","07699LITHOTRIPSY","296420","64951","361371","-189616","171755","166247","338002"
"Line(09000)","09000CLINIC","36841504","28875633","65717137","-5945470","59771667","-7802899","51968768"
"Line(09001)","09001ALCOHOL/CHEMICAL DEPENDENCY CLI","805453","30598","836051","69699","905750","-142206","763544"
"Line(09020)","09020MENTAL HEALTH CLINIC","4957941","701106","5659047","1386256","7045303","-1328257","5717046"
"Line(09021)","09021BLANK LINE - NOT USED"
"Line(09025)","09025MNT HLTH PARTIAL HOSP-O/P","1694386","205260","1899646","117517","2017163","-179499","1837664"
"Line(09026)","09026ALL OTHER OMH PROGRAMS-O/P","514995","584065","1099060","-766245","332815","23060","355875"
"Line(09028)","09028MENTAL HEALTH OUTPT ACT PROGRAM","549342","177853","727195","101479","828674","-165667","663007"
"Line(09029)","09029MENTAL HEALTH OUTPT ICM PROGRAM","729580","161440","891020","139185","1030205","-19440","1010765"
"Line(09037)","09037AMBULATORY SURGICAL SERVICE"
"Line(09038)","09038REFERRED AMBULATORY SERVICE"
"Line(09040)","09040METHADONE MAINT TREATMENT PROGR","916170","191268","1107438","100518","1207956","-207367","1000589"
"Line(09042)","09042CANCER TREATMENT SERVICES"
"Line(09044)","09011OTHER"
"Line(09045)","09012OTHER"
"Line(09100)","09100EMERGENCY","17596108","6694650","24290758","-3097654","21193104","-959748","20233356"
"Line(09101)","09101CPEP","4581374","265073","4846447","-77351","4769096","-1636092","3133004"
"Line(09102)","09102POISON CONTROL", ,"7727","7727", ,"7727", ,"7727"
"Line(09200)","09200OBSERVATION BEDS (NON-DISTINCT"
"Line(09202)","09202CPEP OBSERVATION BEDS (PSYCH)", , , ,"86923","86923"
"Line(10500)","10500KIDNEY ACQUISITION","2562669","4206881","6769550","-3433634","3335916","-181310","3154606"
"Line(10600)","10600HEART ACQUISITION","1233682","191527","1425209","-317307","1107902","-29252","1078650"
"Line(10700)","10700LIVER ACQUISITION","1728908","386299","2115207","899278","3014485","-178653","2835832"
"Line(11200)","08600OTHER ORGAN ACQUISITION (SPECIF", , , ,"213220","213220","-1330","211890"
"Line(11800)", ,"485066898","643340497","1128407395","-1769","1128405626","-30073673","1098331953"
"Line(19000)","19000GIFT  FLOWER  COFFEE SHOP & CAN","136277","379782","516059", ,"516059", ,"516059"
"Line(19400)","07950APPEAL FOR FUNDS"
"Line(19402)","07953PHYSICIANS PRIVATE","343199","4052","347251","1769","349020","-15434","333586"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000A0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000A0)","Entity[553807] Report(A6000A0[00000])","Entity[553807] Report(A6000A0[00100])", ,"Entity[553807] Report(A6000A0[00300])","Entity[553807] Report(A6000A0[00400])","Entity[553807] Report(A6000A0[00500])", ,"Entity[553807] Report(A6000A0[00700])","Entity[553807] Report(A6000A0[00800])","Entity[553807] Report(A6000A0[00900])"
"Line(00100)","DIETARY EXPENSE TO CAFETERIA","A", ,"11","697900","211469", ,"10","697900","211469"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000B0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000B0)","Entity[553807] Report(A6000B0[00000])","Entity[553807] Report(A6000B0[00100])", ,"Entity[553807] Report(A6000B0[00300])", ,"Entity[553807] Report(A6000B0[00500])", ,"Entity[553807] Report(A6000B0[00700])", ,"Entity[553807] Report(A6000B0[00900])"
"Line(00100)","DIETARY RAW FOOD EXPENSE","B", ,"10", ,"1958771", ,"10", ,"4708787"
"Line(00200)","DIETARY RAW FOOD EXPENSE","B", ,"11", ,"2750016"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000C0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000C0)","Entity[553807] Report(A6000C0[00000])","Entity[553807] Report(A6000C0[00100])", ,"Entity[553807] Report(A6000C0[00300])", ,"Entity[553807] Report(A6000C0[00500])", ,"Entity[553807] Report(A6000C0[00700])", ,"Entity[553807] Report(A6000C0[00900])"
"Line(00100)","ORTHOTICS  EKGS  GENETICS LAB","C", ,"18", ,"44397", ,"77", ,"423014"
"Line(00200)","ORTHOTICS  EKGS  GENETICS LAB","C", ,"5", ,"754"
"Line(00300)","ORTHOTICS  EKGS  GENETICS LAB","C", ,"60", ,"36835"
"Line(00400)","ORTHOTICS  EKGS  GENETICS LAB","C", ,"77", ,"462"
"Line(00500)","ORTHOTICS  EKGS  GENETICS LAB","C", ,"30", ,"150"
"Line(00600)","ORTHOTICS  EKGS  GENETICS LAB","C", ,"30", ,"199992"
"Line(00700)","ORTHOTICS  EKGS  GENETICS LAB","C", ,"90", ,"700"
"Line(00800)","ORTHOTICS  EKGS  GENETICS LAB","C", ,"91", ,"139724"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000D0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000D0)","Entity[553807] Report(A6000D0[00000])","Entity[553807] Report(A6000D0[00100])", ,"Entity[553807] Report(A6000D0[00300])","Entity[553807] Report(A6000D0[00400])","Entity[553807] Report(A6000D0[00500])", ,"Entity[553807] Report(A6000D0[00700])","Entity[553807] Report(A6000D0[00800])","Entity[553807] Report(A6000D0[00900])"
"Line(00100)","BIRTHING CENTER TO NURSERY PT 1","D", ,"30","1462269","220343", ,"52","2943912","443605"
"Line(00200)","BIRTHING CENTER TO NURSERY PT 1","D", ,"43","1481643","223262"
"Line(00300)","BIRTHING CENTER TO NURSERY PT 1","D", ,"30","64251","21278", ,"52","64251","21278"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000F0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000F0)","Entity[553807] Report(A6000F0[00000])","Entity[553807] Report(A6000F0[00100])", ,"Entity[553807] Report(A6000F0[00300])","Entity[553807] Report(A6000F0[00400])","Entity[553807] Report(A6000F0[00500])", ,"Entity[553807] Report(A6000F0[00700])","Entity[553807] Report(A6000F0[00800])","Entity[553807] Report(A6000F0[00900])"
"Line(00100)","E.D. BOARDERS","F", ,"30","1887892","552232", ,"91","1887892","552232"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000G0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000G0)","Entity[553807] Report(A6000G0[00000])","Entity[553807] Report(A6000G0[00100])", ,"Entity[553807] Report(A6000G0[00300])","Entity[553807] Report(A6000G0[00400])","Entity[553807] Report(A6000G0[00500])", ,"Entity[553807] Report(A6000G0[00700])","Entity[553807] Report(A6000G0[00800])","Entity[553807] Report(A6000G0[00900])"
"Line(00100)","COMPREHENSIVE EPILEPSY EXPENSES","G", ,"30","1353526","247618", ,"30","883550","186508"
"Line(00200)","COMPREHENSIVE EPILEPSY EXPENSES","G", , , , , ,"30","469976","61110"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000K0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000K0)","Entity[553807] Report(A6000K0[00000])","Entity[553807] Report(A6000K0[00100])", ,"Entity[553807] Report(A6000K0[00300])","Entity[553807] Report(A6000K0[00400])","Entity[553807] Report(A6000K0[00500])", ,"Entity[553807] Report(A6000K0[00700])","Entity[553807] Report(A6000K0[00800])","Entity[553807] Report(A6000K0[00900])"
"Line(00100)","RADIOLOGY ADMIN & QUALITY ASSURANCE","K", ,"76","595696","70219", ,"54","1830197","437305"
"Line(00200)","RADIOLOGY ADMIN & QUALITY ASSURANCE","K", ,"57","631857","112069"
"Line(00300)","RADIOLOGY ADMIN & QUALITY ASSURANCE","K", ,"58","473264","73101"
"Line(00400)","RADIOLOGY ADMIN & QUALITY ASSURANCE","K", ,"76","129380","181916"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000L0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000L0)","Entity[553807] Report(A6000L0[00000])","Entity[553807] Report(A6000L0[00100])", ,"Entity[553807] Report(A6000L0[00300])","Entity[553807] Report(A6000L0[00400])","Entity[553807] Report(A6000L0[00500])", ,"Entity[553807] Report(A6000L0[00700])","Entity[553807] Report(A6000L0[00800])","Entity[553807] Report(A6000L0[00900])"
"Line(00100)","PASTORAL EDUCATION EXPENSE","L", ,"5","49244", , ,"5", ,"2753"
"Line(00200)","PASTORAL EDUCATION EXPENSE","L", ,"23", ,"2753", ,"23","49244"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000M0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000M0)","Entity[553807] Report(A6000M0[00000])","Entity[553807] Report(A6000M0[00100])", ,"Entity[553807] Report(A6000M0[00300])","Entity[553807] Report(A6000M0[00400])","Entity[553807] Report(A6000M0[00500])", ,"Entity[553807] Report(A6000M0[00700])","Entity[553807] Report(A6000M0[00800])","Entity[553807] Report(A6000M0[00900])"
"Line(00100)","PSYCH OVERHEAD","M", ,"77","31110","1344", ,"17","527958","8867"
"Line(00200)","PSYCH OVERHEAD","M", ,"92","16289","1214", ,"40","1055310","72221"
"Line(00300)","PSYCH OVERHEAD","M", ,"90","60704","47326", ,"90","164080","507047"
"Line(00400)","PSYCH OVERHEAD","M", ,"90","126267","7113"
"Line(00500)","PSYCH OVERHEAD","M", ,"90","96543","5059"
"Line(00600)","PSYCH OVERHEAD","M", ,"90","1082572","354445"
"Line(00700)","PSYCH OVERHEAD","M", ,"90","68805","3718"
"Line(00800)","PSYCH OVERHEAD","M", ,"90","68508","40968"
"Line(00900)","PSYCH OVERHEAD","M", ,"90","27365","114338"
"Line(01000)","PSYCH OVERHEAD","M", ,"91","153554","11445"
"Line(01100)","PSYCH OVERHEAD","M", ,"194","15631","1165"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000N0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000N0)","Entity[553807] Report(A6000N0[00000])","Entity[553807] Report(A6000N0[00100])", ,"Entity[553807] Report(A6000N0[00300])", ,"Entity[553807] Report(A6000N0[00500])", ,"Entity[553807] Report(A6000N0[00700])", ,"Entity[553807] Report(A6000N0[00900])"
"Line(00100)","PHYSICIAN MALPRACTICE","N", ,"4", ,"4364", ,"5", ,"1285168"
"Line(00200)","PHYSICIAN MALPRACTICE","N", ,"21", ,"2029"
"Line(00300)","PHYSICIAN MALPRACTICE","N", ,"18", ,"1443"
"Line(00400)","PHYSICIAN MALPRACTICE","N", ,"5", ,"199724"
"Line(00500)","PHYSICIAN MALPRACTICE","N", ,"55", ,"64635"
"Line(00600)","PHYSICIAN MALPRACTICE","N", ,"60", ,"60127"
"Line(00700)","PHYSICIAN MALPRACTICE","N", ,"70", ,"27106"
"Line(00800)","PHYSICIAN MALPRACTICE","N", ,"67", ,"13168"
"Line(00900)","PHYSICIAN MALPRACTICE","N", ,"65", ,"16"
"Line(01000)","PHYSICIAN MALPRACTICE","N", ,"76", ,"578"
"Line(01100)","PHYSICIAN MALPRACTICE","N", ,"76", ,"170515"
"Line(01200)","PHYSICIAN MALPRACTICE","N", ,"76", ,"12849"
"Line(01300)","PHYSICIAN MALPRACTICE","N", ,"77", ,"16497"
"Line(01400)","PHYSICIAN MALPRACTICE","N", ,"76", ,"79201"
"Line(01500)","PHYSICIAN MALPRACTICE","N", ,"77", ,"14178"
"Line(01600)","PHYSICIAN MALPRACTICE","N", ,"30", ,"11617"
"Line(01700)","PHYSICIAN MALPRACTICE","N", ,"31", ,"2383"
"Line(01800)","PHYSICIAN MALPRACTICE","N", ,"40", ,"33718"
"Line(01900)","PHYSICIAN MALPRACTICE","N", ,"90", ,"414644"
"Line(02000)","PHYSICIAN MALPRACTICE","N", ,"91", ,"39504"
"Line(02100)","PHYSICIAN MALPRACTICE","N", ,"105", ,"220"
"Line(02200)","PHYSICIAN MALPRACTICE","N", ,"90", ,"687"
"Line(02300)","PHYSICIAN MALPRACTICE","N", ,"90", ,"2813"
"Line(02400)","PHYSICIAN MALPRACTICE","N", ,"90", ,"3943"
"Line(02500)","PHYSICIAN MALPRACTICE","N", ,"107", ,"1228"
"Line(02600)","PHYSICIAN MALPRACTICE","N", ,"91", ,"38564"
"Line(02700)","PHYSICIAN MALPRACTICE","N", ,"90", ,"19647"
"Line(02800)","PHYSICIAN MALPRACTICE","N", ,"90", ,"3113"
"Line(02900)","PHYSICIAN MALPRACTICE","N", ,"106", ,"3198"
"Line(03000)","PHYSICIAN MALPRACTICE","N", ,"31", ,"38575"
"Line(03100)","PHYSICIAN MALPRACTICE","N", ,"90", ,"1614"
"Line(03200)","PHYSICIAN MALPRACTICE","N", ,"90", ,"329"
"Line(03300)","PHYSICIAN MALPRACTICE","N", ,"194", ,"2941"
"----------------","----------------","----------------","----------------","----------------","----------------"
"----------------","----------------","----------------","----------------","----------------","----------------"
 , , , , , 
 , , , , , 
"Schema: HCRIS TABLE: STRONG_DATA_2013","----------"," Entity 553807"," Report A6000O0 ","-------------","-------------","-----------",""
"","","CODE","","","","","","","","","A-7"
"","EXPLANATION OF RECLASSIFICATION(S)","-1","COST CENTER","LINE #","SALARY","OTHER","COST CENTER","LINE #","SALARY","OTHER","Ref."
"","","1","2","3","4","5","6","7","8","9","10"
"Entity[553807] Report(A6000O0)","Entity[553807] Report(A6000O0[00000])","Entity[553807] Report(A6000O0[00100])", ,"Entity[553807] Report(A6000O0[00300])","Entity[553807] Report(A6000O0[00400])", , ,"Entity[553807] Report(A6000O0[00700])","Entity[553807] Report(A6000O0[00800])"
"Line(00100)","PHYSICIAN TEACHING COST","O", ,"22","24246000", , ,"16","212953"
"Line(00200)","PHYSICIAN TEACHING COST","O", , , , , ,"21","447061"
"Line(00300)","PHYSICIAN TEACHING COST","O", , , , , ,"18","18229"
"Line(00400)","PHYSICIAN TEACHING COST","O", , , , , ,"5","2411779"
"Line(00500)","PHYSICIAN TEACHING COST","O", , , , , ,"50","1784264"
"Line(00600)","PHYSICIAN TEACHING COST","O", , , , , ,"53","693168"
"Line(00700)","PHYSICIAN TEACHING COST","O", , , , , ,"54","3093702"
"Line(00800)","PHYSICIAN TEACHING COST","O", , , , , ,"55","481625"
"Line(00900)","PHYSICIAN TEACHING COST","O", , , , , ,"60","1122000"
"Line(01000)","PHYSICIAN TEACHING COST","O", , , , , ,"69","3383"
"Line(01100)","PHYSICIAN TEACHING COST","O", , , , , ,"70","118341"
"Line(01200)","PHYSICIAN TEACHING COST","O", , , , , ,"66","1889"
"Line(01300)","PHYSICIAN TEACHING COST","O", , , , , ,"67","140821"
"Line(01400)","PHYSICIAN TEACHING COST","O", , , , , ,"76","4"
"Line(01500)","PHYSICIAN TEACHING COST","O", , , , , ,"65","122517"
"Line(01600)","PHYSICIAN TEACHING COST","O", , , , , ,"76","1015538"
"Line(01700)","PHYSICIAN TEACHING COST","O", , , , , ,"76","291961"
"Line(01800)","PHYSICIAN TEACHING COST","O", , , , , ,"77","74371"
"Line(01900)","PHYSICIAN TEACHING COST","O", , , , , ,"76","114043"
"Line(02000)","PHYSICIAN TEACHING COST","O", , , , , ,"76","357175"
"Line(02100)","PHYSICIAN TEACHING COST","O", , , , , ,"77","168121"
"Line(02200)","PHYSICIAN TEACHING COST","O", , , , , ,"76","430550"
"Line(02300)","PHYSICIAN TEACHING COST","O", , , , , ,"77","87601"
"Line(02400)","PHYSICIAN TEACHING COST","O", , , , , ,"76","176504"
"Line(02500)","PHYSICIAN TEACHING COST","O", , , , , ,"77","189616"
"Line(02600)","PHYSICIAN TEACHING COST","O", , , , , ,"30","508006"
